stratum,method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
all_heldout,mlp,167683,0.0029205530881881714,0.015900329399108886,0.05206427791218026,"[0.01395424178838729, 0.01910582464933395]","[0.0017136538177728595, 0.003960484951734535]","[0.039870060769500906, 0.0643301025224878]"
all_heldout,traditional_clipped_template,167683,0.0011627489017526915,0.02996081570576483,0.14102418320441867,"[0.027577743158255376, 0.032707602004430514]","[-0.00010414253032144833, 0.0024037764954720647]","[0.11285407233044632, 0.17492823187263207]"
all_heldout,gradient_boosted_trees,167683,-0.013694568683334463,0.03320675386353347,0.07831394675086449,"[0.02975635918258972, 0.03780412276745063]","[-0.01572999386303153, -0.01181082209828197]","[0.062006242997234215, 0.09359407903696529]"
all_heldout,1d_cnn,167683,-0.009512400925159453,0.038576413679122935,0.09426641468993771,"[0.035173504896461955, 0.04215739671260121]","[-0.010661459490656859, -0.008401926755905165]","[0.07631210002720007, 0.1116443679133056]"
all_heldout,waveform_transformer,167683,0.04038924038410187,0.0730860678911209,0.10951717472852107,"[0.06709481196761131, 0.07992908304184675]","[0.037740246385335914, 0.043390962228178974]","[0.09416271472558403, 0.12681185017441005]"
all_heldout,gated_residual_cnn,167683,0.022718124091625214,0.062069056463241574,0.11352905378126552,"[0.052853789620697506, 0.07520942192673685]","[0.019998913250863535, 0.025792575977742666]","[0.09370635552174691, 0.13567482803795042]"
near_knee,mlp,58040,0.007125557363033289,0.012639964532852167,0.01754233813834993,"[0.012051689634919158, 0.013883150258958329]","[0.006651032343506813, 0.007723170321434726]","[0.014921888917903284, 0.023811288434277406]"
near_knee,traditional_clipped_template,58040,0.001227593996661322,0.03232803266863094,0.05554345450792448,"[0.03000926870815052, 0.035396550687023715]","[-0.001286707508668905, 0.003733361295024475]","[0.04673948412832841, 0.07371454722731609]"
near_knee,gradient_boosted_trees,58040,-0.01610579648388076,0.027899855484016862,0.03532381202280802,"[0.0257759465698495, 0.031893557514154715]","[-0.018136591067695978, -0.01506312364865326]","[0.03006013679262425, 0.04445576280520405]"
near_knee,1d_cnn,58040,-0.010574452280998237,0.03307233512401583,0.042781026585688685,"[0.031193929312378178, 0.036802397557497035]","[-0.012142238277941959, -0.009484127514064319]","[0.03733553317576195, 0.05369382029352834]"
near_knee,waveform_transformer,58040,0.030154556632041918,0.054781109082698815,0.05824518155831352,"[0.053125537655353536, 0.05761216482043265]","[0.02733428686857222, 0.03165505445003509]","[0.05154773203747251, 0.07194184951141695]"
near_knee,gated_residual_cnn,58040,0.021931104660034173,0.04014396131038665,0.046382909097760744,"[0.038268912702798835, 0.043100885412395]","[0.020917669132351876, 0.02258481252938509]","[0.0402252429005474, 0.0554611359827436]"
hard_saturated,mlp,42426,0.009090126156806932,0.013659626841545093,0.017632701959154874,"[0.012855163325071327, 0.014887044075727456]","[0.008626910112798213, 0.009709925487637513]","[0.014509789425514686, 0.022433118690271384]"
hard_saturated,traditional_clipped_template,42426,0.0009917509545853131,0.034658058370949346,0.05417095649924107,"[0.032437102751570655, 0.0372759966300057]","[-0.0017829608765233998, 0.004724727198175623]","[0.04561543791051107, 0.0685551226848586]"
hard_saturated,gradient_boosted_trees,42426,-0.019288943862163968,0.028790984421661867,0.03583034481196021,"[0.027360376702491532, 0.03139739384767778]","[-0.021267119041472504, -0.018246508630335657]","[0.030754530191575754, 0.04551464103744352]"
hard_saturated,1d_cnn,42426,-0.010629638433456434,0.034734428524971,0.04145850200986644,"[0.03273380518496038, 0.038638366695195436]","[-0.013003232851624502, -0.00891461582854391]","[0.035788216948700144, 0.05073971318297438]"
hard_saturated,waveform_transformer,42426,0.02404202207922934,0.04810167908668518,0.05265242588424586,"[0.04596338142454623, 0.05162722654700281]","[0.019062003716826426, 0.026296404413878906]","[0.04601515828864636, 0.0645552996742148]"
hard_saturated,gated_residual_cnn,42426,0.023899417668581002,0.04080294132232666,0.04456913847095688,"[0.03958458865374326, 0.04349731687307356]","[0.022861355159431686, 0.02465974487364291]","[0.03998251594146234, 0.05336075582633362]"
pileup_multiplicity_ge2,mlp,18863,-0.0047423154115676935,0.06464632654190063,0.10000912220790457,"[0.05953243200093509, 0.07188788509130474]","[-0.0071335501149296454, -0.0025031011588871528]","[0.09618711664359679, 0.10520342926740676]"
pileup_multiplicity_ge2,traditional_clipped_template,18863,-0.013144957907251287,0.18283684108060833,0.27726790460419765,"[0.1540943050114244, 0.22777024010749372]","[-0.03130373835489305, -0.008587290756044641]","[0.26058656141335634, 0.30183289101731503]"
pileup_multiplicity_ge2,gradient_boosted_trees,18863,-0.030008568445563627,0.0889092338315997,0.16193368881678236,"[0.07554256125337537, 0.11472209174341082]","[-0.033421268510339386, -0.028615936208837706]","[0.15912650167795933, 0.16591849563088046]"
pileup_multiplicity_ge2,1d_cnn,18863,-0.015622376948595047,0.09409162437915808,0.14028742243288408,"[0.08121439414381983, 0.11333720042467119]","[-0.01753160844743253, -0.012267546139657498]","[0.13643024867480527, 0.14871526063141413]"
pileup_multiplicity_ge2,waveform_transformer,18863,0.06618650913238527,0.13910301408767703,0.175215928812803,"[0.13549806243181228, 0.1440277555716038]","[0.062200562275946156, 0.06892470256239176]","[0.17114266369725875, 0.17968375752736038]"
pileup_multiplicity_ge2,gated_residual_cnn,18863,0.0484266060590744,0.13314588708281525,0.16846389791156385,"[0.12817854641318321, 0.14331641701519487]","[0.03858791409432888, 0.05581249189004302]","[0.16398810495963576, 0.17293265068531288]"
high_recovery_tail,mlp,52370,0.0027217811346054166,0.013934493458271042,0.018626451262631943,"[0.012374060472249983, 0.01615596299111844]","[0.00228373149037362, 0.0032453912124037754]","[0.01652905647645815, 0.021007802827312967]"
high_recovery_tail,traditional_clipped_template,52370,0.008559289296349928,0.02144392530111713,0.03778378442491897,"[0.020882118883487167, 0.022057242262496363]","[0.007901503375234473, 0.00916277470723724]","[0.033088596556832696, 0.041905592984686664]"
high_recovery_tail,gradient_boosted_trees,52370,-0.030002302507281614,0.03801696983945401,0.04480051727916305,"[0.037100177981376964, 0.039211806526537836]","[-0.03073158029687435, -0.029041666427970236]","[0.04174621388603737, 0.04723111746257137]"
high_recovery_tail,1d_cnn,52370,-0.009383665770292274,0.03671229243278505,0.04038335777560514,"[0.03552085264801979, 0.03794558140635492]","[-0.010896787256002433, -0.0076229866221547305]","[0.03773925236231893, 0.04267853934213448]"
high_recovery_tail,waveform_transformer,52370,0.04477469712495803,0.06939751501083376,0.0669717677445335,"[0.06329914511740209, 0.07535464545786381]","[0.04245304495841264, 0.04711716331541538]","[0.06151714470059544, 0.07195684738913515]"
high_recovery_tail,gated_residual_cnn,52370,0.038619996011257166,0.07146040196418765,0.06452859495390695,"[0.06705357608139516, 0.07536192736029626]","[0.03676656305789948, 0.04116613537073134]","[0.059610773186055635, 0.06871482315661834]"
high_pedestal_drift,mlp,41243,-0.0006671541929245128,0.06958447489738467,0.16348020651956865,"[0.03140258810065691, 0.11985322162359956]","[-0.0025131000131368734, 0.0009760672599077087]","[0.12493716429487832, 0.2002391570833722]"
high_pedestal_drift,traditional_clipped_template,41243,0.0063865848623604615,0.2586593246350495,0.4556824966186453,"[0.09402553197165968, 0.4746365527986266]","[0.004607421783955206, 0.007826899082649105]","[0.3520838653231869, 0.5412755661920516]"
high_pedestal_drift,gradient_boosted_trees,41243,-0.01360148977523179,0.12725495467396172,0.21387364269887443,"[0.057353936012671594, 0.2344513688981033]","[-0.015465825343847578, -0.012245374602192681]","[0.1696270062393895, 0.2550813312228233]"
high_pedestal_drift,1d_cnn,41243,-0.0004734900593757474,0.16576361328363423,0.26890495445878565,"[0.07523021938174965, 0.267119173488617]","[-0.0015509372800588666, 0.0005037820339202812]","[0.21452157313205025, 0.3172534952898363]"
high_pedestal_drift,waveform_transformer,41243,0.04265906572341921,0.16209608670473116,0.2586572919247785,"[0.10219298347085722, 0.2510038075160982]","[0.04056888077408074, 0.045410087034106254]","[0.21855420659071814, 0.3023539294184834]"
high_pedestal_drift,gated_residual_cnn,41243,0.02652673482894896,0.17236893180608762,0.29154819263118575,"[0.09433436200767757, 0.2831789436960221]","[0.024379741240292786, 0.029016425497829897]","[0.23764205124405446, 0.3490770877775471]"
