event_id,pair,method,residual_ns
65:649169:4127:224209,B4-B6,cfd20,-2.585900647948179
65:649169:4127:224209,B4-B8,cfd20,-4.142337899543378
65:649169:4127:224209,B6-B8,cfd20,-1.5564372515951987
65:650188:5110:225228,B4-B6,cfd20,-3.4718381195522454
65:650188:5110:225228,B4-B8,cfd20,-3.194392978091116
65:650188:5110:225228,B6-B8,cfd20,0.2774451414611292
65:651341:6223:226381,B4-B6,cfd20,-2.7373402297769687
65:651341:6223:226381,B4-B8,cfd20,-1.1909022152251083
65:651341:6223:226381,B6-B8,cfd20,1.5464380145518604
65:651631:6497:226671,B4-B6,cfd20,-3.5571820195159987
65:651631:6497:226671,B4-B8,cfd20,-5.417999694628513
65:651631:6497:226671,B6-B8,cfd20,-1.8608176751125143
65:651940:6301:226980,B4-B6,cfd20,-2.7521469616895686
65:651940:6301:226980,B4-B8,cfd20,-3.2707592298180472
65:651940:6301:226980,B6-B8,cfd20,-0.5186122681284786
65:652313:6632:227353,B4-B6,cfd20,-5.608154959557254
65:652313:6632:227353,B4-B8,cfd20,-6.626373635343327
65:652313:6632:227353,B6-B8,cfd20,-1.0182186757860734
65:652429:6743:227469,B4-B6,cfd20,-3.847530759919721
65:652429:6743:227469,B4-B8,cfd20,-5.115793102501826
65:652429:6743:227469,B6-B8,cfd20,-1.268262342582105
65:652612:6917:227652,B4-B6,cfd20,-5.458370641730141
65:652612:6917:227652,B4-B8,cfd20,-4.526300511655677
65:652612:6917:227652,B6-B8,cfd20,0.9320701300744645
65:653933:8154:228973,B4-B6,cfd20,-3.818661347019386
65:653933:8154:228973,B4-B8,cfd20,-2.467240814209106
65:653933:8154:228973,B6-B8,cfd20,1.3514205328102804
65:654599:8777:229639,B4-B6,cfd20,-4.517628399921762
65:654599:8777:229639,B4-B8,cfd20,-4.0371628909340345
65:654599:8777:229639,B6-B8,cfd20,0.4804655089877272
65:655258:9389:230298,B4-B6,cfd20,-6.446467927810396
65:655258:9389:230298,B4-B8,cfd20,-4.51864451641277
65:655258:9389:230298,B6-B8,cfd20,1.9278234113976254
65:655456:9566:230496,B4-B6,cfd20,-5.8229972899729034
65:655456:9566:230496,B4-B8,cfd20,-3.2447442988840365
65:655456:9566:230496,B6-B8,cfd20,2.578252991088867
65:655741:9833:230781,B4-B6,cfd20,-4.363337606837611
65:655741:9833:230781,B4-B8,cfd20,-3.1910225539659507
65:655741:9833:230781,B6-B8,cfd20,1.1723150528716602
65:656000:10073:231040,B4-B6,cfd20,-3.2522584512178696
65:656000:10073:231040,B4-B8,cfd20,-3.1651510284200555
65:656000:10073:231040,B6-B8,cfd20,0.08710742279781414
65:656462:10504:231502,B4-B6,cfd20,-3.5977746806039477
65:656462:10504:231502,B4-B8,cfd20,-4.648922485586169
65:656462:10504:231502,B6-B8,cfd20,-1.0511478049822216
65:657071:11070:232111,B4-B6,cfd20,-4.769341296928339
65:657071:11070:232111,B4-B8,cfd20,-6.794647603234644
65:657071:11070:232111,B6-B8,cfd20,-2.0253063063063053
65:657490:11464:232530,B4-B6,cfd20,-5.130172352293862
65:657490:11464:232530,B4-B8,cfd20,-4.140831767434072
65:657490:11464:232530,B6-B8,cfd20,0.9893405848597894
65:657989:11933:233029,B4-B6,cfd20,-6.654401285935798
65:657989:11933:233029,B4-B8,cfd20,-5.968116519824669
65:657989:11933:233029,B6-B8,cfd20,0.6862847661111289
65:659709:13573:234749,B4-B6,cfd20,-7.446078111714087
65:659709:13573:234749,B4-B8,cfd20,-4.750955262955259
65:659709:13573:234749,B6-B8,cfd20,2.695122848758828
65:660196:14017:235236,B4-B6,cfd20,-6.416564452778353
65:660196:14017:235236,B4-B8,cfd20,-5.377807941833133
65:660196:14017:235236,B6-B8,cfd20,1.0387565109452197
65:660531:14330:235571,B4-B6,cfd20,-5.489202558635412
65:660531:14330:235571,B4-B8,cfd20,-5.719881092977488
65:660531:14330:235571,B6-B8,cfd20,-0.23067853434207564
65:660663:14455:235703,B4-B6,cfd20,-2.9275158571835718
65:660663:14455:235703,B4-B8,cfd20,-2.72718483852767
65:660663:14455:235703,B6-B8,cfd20,0.20033101865590197
65:660707:14496:235747,B4-B6,cfd20,-4.6085878920495915
65:660707:14496:235747,B4-B8,cfd20,-2.249807003658404
65:660707:14496:235747,B6-B8,cfd20,2.3587808883911876
65:662155:15837:237195,B4-B6,cfd20,-4.993090909090917
65:662155:15837:237195,B4-B8,cfd20,-4.146614718614721
65:662155:15837:237195,B6-B8,cfd20,0.8464761904761957
65:662241:15919:237281,B4-B6,cfd20,-5.096218683188624
65:662241:15919:237281,B4-B8,cfd20,-6.570528774479428
65:662241:15919:237281,B6-B8,cfd20,-1.4743100912908034
65:662756:13:237796,B4-B6,cfd20,-3.9506603647248824
65:662756:13:237796,B4-B8,cfd20,-2.3868822067657334
65:662756:13:237796,B6-B8,cfd20,1.563778157959149
65:663859:1029:238899,B4-B6,cfd20,-6.971082156973466
65:663859:1029:238899,B4-B8,cfd20,-6.891762122364732
65:663859:1029:238899,B6-B8,cfd20,0.0793200346087346
65:664527:1645:239567,B4-B6,cfd20,-6.765308776868579
65:664527:1645:239567,B4-B8,cfd20,-3.450007083789515
65:664527:1645:239567,B6-B8,cfd20,3.315301693079064
65:664907:1997:239947,B4-B6,cfd20,-2.5128040581940354
65:664907:1997:239947,B4-B8,cfd20,-5.171528037679167
65:664907:1997:239947,B6-B8,cfd20,-2.6587239794851314
65:665457:2517:240497,B4-B6,cfd20,-6.455430189747943
65:665457:2517:240497,B4-B8,cfd20,-8.226726717437181
65:665457:2517:240497,B6-B8,cfd20,-1.7712965276892376
65:665509:2565:240549,B4-B6,cfd20,-4.220559108990258
65:665509:2565:240549,B4-B8,cfd20,-3.7952002103085505
65:665509:2565:240549,B6-B8,cfd20,0.42535889868170784
65:665719:2794:240759,B4-B6,cfd20,-6.975735002545754
65:665719:2794:240759,B4-B8,cfd20,-5.472579488562417
65:665719:2794:240759,B6-B8,cfd20,1.5031555139833372
65:665814:2882:240854,B4-B6,cfd20,-7.5355921346301145
65:665814:2882:240854,B4-B8,cfd20,-6.314934789817308
65:665814:2882:240854,B6-B8,cfd20,1.2206573448128069
65:666623:3632:241663,B4-B6,cfd20,-6.332554078587677
65:666623:3632:241663,B4-B8,cfd20,-6.9243686670315725
65:666623:3632:241663,B6-B8,cfd20,-0.5918145884438957
65:667306:4269:242346,B4-B6,cfd20,-2.786656334474685
65:667306:4269:242346,B4-B8,cfd20,-5.017498857913424
65:667306:4269:242346,B6-B8,cfd20,-2.2308425234387386
65:668204:5102:243244,B4-B6,cfd20,-4.688855348282658
65:668204:5102:243244,B4-B8,cfd20,-3.250778730399091
65:668204:5102:243244,B6-B8,cfd20,1.438076617883567
65:669147:5974:244187,B4-B6,cfd20,-6.199631426574825
65:669147:5974:244187,B4-B8,cfd20,-4.3466600247932945
65:669147:5974:244187,B6-B8,cfd20,1.8529714017815309
65:669345:6160:244385,B4-B6,cfd20,-3.5134972824092614
65:669345:6160:244385,B4-B8,cfd20,-5.7932061100896135
65:669345:6160:244385,B6-B8,cfd20,-2.279708827680352
65:669500:6304:244540,B4-B6,cfd20,-1.0018745631305706
65:669500:6304:244540,B4-B8,cfd20,-1.0638969767922326
65:669500:6304:244540,B6-B8,cfd20,-0.06202241366166206
65:669969:6739:245009,B4-B6,cfd20,-2.9703213705802654
65:669969:6739:245009,B4-B8,cfd20,-6.477120741929738
65:669969:6739:245009,B6-B8,cfd20,-3.506799371349473
65:670593:7322:245633,B4-B6,cfd20,-3.8290784580987918
65:670593:7322:245633,B4-B8,cfd20,-4.980873431702079
65:670593:7322:245633,B6-B8,cfd20,-1.1517949736032875
65:670708:7428:245748,B4-B6,cfd20,-5.6563386924916585
65:670708:7428:245748,B4-B8,cfd20,-4.0346076441745815
65:670708:7428:245748,B6-B8,cfd20,1.621731048317077
65:671756:8387:246796,B4-B6,cfd20,-5.01597351459041
65:671756:8387:246796,B4-B8,cfd20,-5.3355210376159725
65:671756:8387:246796,B6-B8,cfd20,-0.31954752302556244
65:672239:8844:247279,B4-B6,cfd20,-3.991319424819217
65:672239:8844:247279,B4-B8,cfd20,-5.195946973416568
65:672239:8844:247279,B6-B8,cfd20,-1.204627548597351
65:672890:9443:247930,B4-B6,cfd20,-4.450088787952623
65:672890:9443:247930,B4-B8,cfd20,-4.165353150213562
65:672890:9443:247930,B6-B8,cfd20,0.2847356377390611
65:674077:10572:249117,B4-B6,cfd20,-3.8706343825665854
65:674077:10572:249117,B4-B8,cfd20,-5.29638343199624
65:674077:10572:249117,B6-B8,cfd20,-1.4257490494296547
65:674255:10737:249295,B4-B6,cfd20,-7.017738463382479
65:674255:10737:249295,B4-B8,cfd20,-4.960434694132935
65:674255:10737:249295,B6-B8,cfd20,2.0573037692495433
65:674617:11075:249657,B4-B6,cfd20,-5.967481781376513
65:674617:11075:249657,B4-B8,cfd20,-6.051701008072932
65:674617:11075:249657,B6-B8,cfd20,-0.08421922669641901
65:674684:11140:249724,B4-B6,cfd20,-5.495267112573039
65:674684:11140:249724,B4-B8,cfd20,-6.1975367499124445
65:674684:11140:249724,B6-B8,cfd20,-0.7022696373394055
65:676071:12428:251111,B4-B6,cfd20,-3.379935826212602
65:676071:12428:251111,B4-B8,cfd20,-3.348277001078884
65:676071:12428:251111,B6-B8,cfd20,0.03165882513371798
65:677190:13474:252230,B4-B6,cfd20,-7.3116861516509815
65:677190:13474:252230,B4-B8,cfd20,-8.013830107517428
65:677190:13474:252230,B6-B8,cfd20,-0.7021439558664468
65:678223:14427:253263,B4-B6,cfd20,-6.834626548187487
65:678223:14427:253263,B4-B8,cfd20,-3.6410467549209216
65:678223:14427:253263,B6-B8,cfd20,3.193579793266565
65:678819:14965:253859,B4-B6,cfd20,-2.53117114747009
65:678819:14965:253859,B4-B8,cfd20,-1.7438133187772848
65:678819:14965:253859,B6-B8,cfd20,0.7873578286928051
65:680356:6:255396,B4-B6,cfd20,-3.9451899030194753
65:680356:6:255396,B4-B8,cfd20,-2.975201209403558
65:680356:6:255396,B6-B8,cfd20,0.9699886936159174
65:681202:802:256242,B4-B6,cfd20,-3.583932342462308
65:681202:802:256242,B4-B8,cfd20,-4.608023931782331
65:681202:802:256242,B6-B8,cfd20,-1.0240915893200224
65:682284:1811:257324,B4-B6,cfd20,-5.565287971388045
65:682284:1811:257324,B4-B8,cfd20,-5.625353755238919
65:682284:1811:257324,B6-B8,cfd20,-0.0600657838508738
65:682664:2163:257704,B4-B6,cfd20,-5.679313584671036
65:682664:2163:257704,B4-B8,cfd20,-5.95122317466442
65:682664:2163:257704,B6-B8,cfd20,-0.27190958999338477
65:682740:2234:257780,B4-B6,cfd20,-3.8077571894916673
65:682740:2234:257780,B4-B8,cfd20,-4.486214285714311
65:682740:2234:257780,B6-B8,cfd20,-0.6784570962226439
65:682871:2356:257911,B4-B6,cfd20,-4.150043074529627
65:682871:2356:257911,B4-B8,cfd20,-4.576664784187166
65:682871:2356:257911,B6-B8,cfd20,-0.4266217096575389
65:683474:2923:258514,B4-B6,cfd20,-4.30708502259256
65:683474:2923:258514,B4-B8,cfd20,-5.0565101402403485
65:683474:2923:258514,B6-B8,cfd20,-0.7494251176477889
65:683541:2987:258581,B4-B6,cfd20,-6.527889713953638
65:683541:2987:258581,B4-B8,cfd20,-4.59775840729403
65:683541:2987:258581,B6-B8,cfd20,1.9301313066596073
65:684986:4332:260026,B4-B6,cfd20,-7.604990215924424
65:684986:4332:260026,B4-B8,cfd20,-7.188473617503831
65:684986:4332:260026,B6-B8,cfd20,0.41651659842059274
65:685607:4902:260647,B4-B6,cfd20,-2.0361546588737767
65:685607:4902:260647,B4-B8,cfd20,-0.649992299313972
65:685607:4902:260647,B6-B8,cfd20,1.3861623595598047
65:685699:4986:260739,B4-B6,cfd20,-5.226306684141534
65:685699:4986:260739,B4-B8,cfd20,-4.396730587036025
65:685699:4986:260739,B6-B8,cfd20,0.8295760971055088
65:686924:6129:261964,B4-B6,cfd20,-2.5383812088930853
65:686924:6129:261964,B4-B8,cfd20,-3.477690018487607
65:686924:6129:261964,B6-B8,cfd20,-0.9393088095945217
65:686970:6168:262010,B4-B6,cfd20,-4.98907750369483
65:686970:6168:262010,B4-B8,cfd20,-5.869498007806158
65:686970:6168:262010,B6-B8,cfd20,-0.8804205041113278
65:649169:4127:224209,B4-B6,template_phase,-4.554367822976765
65:649169:4127:224209,B4-B8,template_phase,-3.8304301157923035
65:649169:4127:224209,B6-B8,template_phase,0.7239377071844615
65:650188:5110:225228,B4-B6,template_phase,-4.554367822976765
65:650188:5110:225228,B4-B8,template_phase,-3.8304301157923035
65:650188:5110:225228,B6-B8,template_phase,0.7239377071844615
65:651341:6223:226381,B4-B6,template_phase,-3.0543678229767792
65:651341:6223:226381,B4-B8,template_phase,-2.830430115792325
65:651341:6223:226381,B6-B8,template_phase,0.22393770718445438
65:651631:6497:226671,B4-B6,template_phase,-2.554367822976772
65:651631:6497:226671,B4-B8,template_phase,-4.830430115792318
65:651631:6497:226671,B6-B8,template_phase,-2.2760622928155456
65:651940:6301:226980,B4-B6,template_phase,-2.054367822976765
65:651940:6301:226980,B4-B8,template_phase,-1.8304301157923177
65:651940:6301:226980,B6-B8,template_phase,0.22393770718444728
65:652313:6632:227353,B4-B6,template_phase,-4.554367822976772
65:652313:6632:227353,B4-B8,template_phase,-5.830430115792311
65:652313:6632:227353,B6-B8,template_phase,-1.2760622928155385
65:652429:6743:227469,B4-B6,template_phase,-4.554367822976765
65:652429:6743:227469,B4-B8,template_phase,-3.8304301157923035
65:652429:6743:227469,B6-B8,template_phase,0.7239377071844615
65:652612:6917:227652,B4-B6,template_phase,-4.554367822976765
65:652612:6917:227652,B4-B8,template_phase,-3.8304301157923035
65:652612:6917:227652,B6-B8,template_phase,0.7239377071844615
65:653933:8154:228973,B4-B6,template_phase,-4.554367822976765
65:653933:8154:228973,B4-B8,template_phase,-3.8304301157923035
65:653933:8154:228973,B6-B8,template_phase,0.7239377071844615
65:654599:8777:229639,B4-B6,template_phase,-4.554367822976772
65:654599:8777:229639,B4-B8,template_phase,-2.8304301157923177
65:654599:8777:229639,B6-B8,template_phase,1.7239377071844544
65:655258:9389:230298,B4-B6,template_phase,-4.054367822976772
65:655258:9389:230298,B4-B8,template_phase,-2.8304301157923106
65:655258:9389:230298,B6-B8,template_phase,1.2239377071844615
65:655456:9566:230496,B4-B6,template_phase,-7.054367822976765
