method,heldout_run,mode,threshold,clean_acceptance,false_positive_rate,injected_rejection,n_clean,n_injected
transparent P02 morphology,58,fixed_clean_efficiency,6.562403334596431,0.972972972972973,0.02702702702702703,0.0,37,37
transparent P02 morphology,58,fixed_false_positive_rate,6.562403334596431,0.972972972972973,0.02702702702702703,0.0,37,37
transparent P02 morphology,59,fixed_clean_efficiency,6.176715387443643,0.9156626506024096,0.08433734939759036,0.08433734939759036,415,415
transparent P02 morphology,59,fixed_false_positive_rate,6.176715387443643,0.9156626506024096,0.08433734939759036,0.08433734939759036,415,415
transparent P02 morphology,60,fixed_clean_efficiency,6.552411679953892,0.9509345794392523,0.04906542056074766,0.04672897196261682,428,428
transparent P02 morphology,60,fixed_false_positive_rate,6.552411679953892,0.9509345794392523,0.04906542056074766,0.04672897196261682,428,428
transparent P02 morphology,61,fixed_clean_efficiency,6.785032690276756,0.9752883031301482,0.02471169686985173,0.023064250411861616,607,607
transparent P02 morphology,61,fixed_false_positive_rate,6.785032690276756,0.9752883031301482,0.02471169686985173,0.023064250411861616,607,607
transparent P02 morphology,62,fixed_clean_efficiency,6.4988976813549,0.9428571428571428,0.05714285714285714,0.05238095238095238,420,420
transparent P02 morphology,62,fixed_false_positive_rate,6.4988976813549,0.9428571428571428,0.05714285714285714,0.05238095238095238,420,420
transparent P02 morphology,63,fixed_clean_efficiency,6.499114855244423,0.9381443298969072,0.061855670103092786,0.061855670103092786,194,194
transparent P02 morphology,63,fixed_false_positive_rate,6.499114855244423,0.9381443298969072,0.061855670103092786,0.061855670103092786,194,194
transparent P02 morphology,65,fixed_clean_efficiency,6.614203681472588,1.0,0.0,0.0,54,54
transparent P02 morphology,65,fixed_false_positive_rate,6.614203681472588,1.0,0.0,0.0,54,54
traditional timing/template reference,58,fixed_clean_efficiency,1.75,0.8108108108108109,0.1891891891891892,0.21621621621621623,37,37
traditional timing/template reference,58,fixed_false_positive_rate,1.75,0.8108108108108109,0.1891891891891892,0.21621621621621623,37,37
traditional timing/template reference,59,fixed_clean_efficiency,2.0,0.9855421686746988,0.014457831325301205,0.01927710843373494,415,415
traditional timing/template reference,59,fixed_false_positive_rate,2.0,0.9855421686746988,0.014457831325301205,0.01927710843373494,415,415
traditional timing/template reference,60,fixed_clean_efficiency,2.0,0.969626168224299,0.030373831775700934,0.030373831775700934,428,428
traditional timing/template reference,60,fixed_false_positive_rate,2.0,0.969626168224299,0.030373831775700934,0.030373831775700934,428,428
traditional timing/template reference,61,fixed_clean_efficiency,1.5,0.8978583196046128,0.10214168039538715,0.20922570016474465,607,607
traditional timing/template reference,61,fixed_false_positive_rate,1.5,0.8978583196046128,0.10214168039538715,0.20922570016474465,607,607
traditional timing/template reference,62,fixed_clean_efficiency,2.0,0.969047619047619,0.030952380952380953,0.0380952380952381,420,420
traditional timing/template reference,62,fixed_false_positive_rate,2.0,0.969047619047619,0.030952380952380953,0.0380952380952381,420,420
traditional timing/template reference,63,fixed_clean_efficiency,1.75,0.9536082474226805,0.04639175257731959,0.061855670103092786,194,194
traditional timing/template reference,63,fixed_false_positive_rate,1.75,0.9536082474226805,0.04639175257731959,0.061855670103092786,194,194
traditional timing/template reference,65,fixed_clean_efficiency,1.6666666666666667,0.8333333333333334,0.16666666666666666,0.18518518518518517,54,54
traditional timing/template reference,65,fixed_false_positive_rate,1.6666666666666667,0.8333333333333334,0.16666666666666666,0.18518518518518517,54,54
random_forest_s07h,58,fixed_clean_efficiency,0.6050316951047822,0.972972972972973,0.02702702702702703,0.5405405405405406,37,37
random_forest_s07h,58,fixed_false_positive_rate,0.6050316951047822,0.972972972972973,0.02702702702702703,0.5405405405405406,37,37
random_forest_s07h,59,fixed_clean_efficiency,0.6102088720570763,0.9662650602409638,0.033734939759036145,0.46987951807228917,415,415
random_forest_s07h,59,fixed_false_positive_rate,0.6102088720570763,0.9662650602409638,0.033734939759036145,0.46987951807228917,415,415
random_forest_s07h,60,fixed_clean_efficiency,0.6117779502759733,0.9766355140186916,0.02336448598130841,0.5350467289719626,428,428
random_forest_s07h,60,fixed_false_positive_rate,0.6117779502759733,0.9766355140186916,0.02336448598130841,0.5350467289719626,428,428
random_forest_s07h,61,fixed_clean_efficiency,0.5617750576034295,0.8385502471169687,0.1614497528830313,0.6836902800658978,607,607
random_forest_s07h,61,fixed_false_positive_rate,0.5617750576034295,0.8385502471169687,0.1614497528830313,0.6836902800658978,607,607
random_forest_s07h,62,fixed_clean_efficiency,0.61022348971667,0.9666666666666667,0.03333333333333333,0.5119047619047619,420,420
random_forest_s07h,62,fixed_false_positive_rate,0.61022348971667,0.9666666666666667,0.03333333333333333,0.5119047619047619,420,420
random_forest_s07h,63,fixed_clean_efficiency,0.6023645595626022,0.9329896907216495,0.06701030927835051,0.44329896907216493,194,194
random_forest_s07h,63,fixed_false_positive_rate,0.6023645595626022,0.9329896907216495,0.06701030927835051,0.44329896907216493,194,194
random_forest_s07h,65,fixed_clean_efficiency,0.6050767137465932,0.9814814814814815,0.018518518518518517,0.2962962962962963,54,54
random_forest_s07h,65,fixed_false_positive_rate,0.6050767137465932,0.9814814814814815,0.018518518518518517,0.2962962962962963,54,54
ridge_logistic,58,fixed_clean_efficiency,0.7647709298556188,1.0,0.0,0.40540540540540543,37,37
ridge_logistic,58,fixed_false_positive_rate,0.7647709298556188,1.0,0.0,0.40540540540540543,37,37
ridge_logistic,59,fixed_clean_efficiency,0.7745076631024504,0.9734939759036144,0.02650602409638554,0.3469879518072289,415,415
ridge_logistic,59,fixed_false_positive_rate,0.7745076631024504,0.9734939759036144,0.02650602409638554,0.3469879518072289,415,415
ridge_logistic,60,fixed_clean_efficiency,0.7646074097884471,0.9532710280373832,0.04672897196261682,0.4602803738317757,428,428
ridge_logistic,60,fixed_false_positive_rate,0.7646074097884471,0.9532710280373832,0.04672897196261682,0.4602803738317757,428,428
ridge_logistic,61,fixed_clean_efficiency,0.7150780892943093,0.8879736408566722,0.11202635914332784,0.556836902800659,607,607
ridge_logistic,61,fixed_false_positive_rate,0.7150780892943093,0.8879736408566722,0.11202635914332784,0.556836902800659,607,607
ridge_logistic,62,fixed_clean_efficiency,0.7759765808037278,0.9785714285714285,0.02142857142857143,0.32142857142857145,420,420
ridge_logistic,62,fixed_false_positive_rate,0.7759765808037278,0.9785714285714285,0.02142857142857143,0.32142857142857145,420,420
ridge_logistic,63,fixed_clean_efficiency,0.7538153073261717,0.9123711340206185,0.08762886597938144,0.37628865979381443,194,194
ridge_logistic,63,fixed_false_positive_rate,0.7538153073261717,0.9123711340206185,0.08762886597938144,0.37628865979381443,194,194
ridge_logistic,65,fixed_clean_efficiency,0.7644875128122232,0.9629629629629629,0.037037037037037035,0.25925925925925924,54,54
ridge_logistic,65,fixed_false_positive_rate,0.7644875128122232,0.9629629629629629,0.037037037037037035,0.25925925925925924,54,54
gradient_boosted_trees,58,fixed_clean_efficiency,0.7608853564372462,0.9459459459459459,0.05405405405405406,0.5405405405405406,37,37
gradient_boosted_trees,58,fixed_false_positive_rate,0.7608853564372462,0.9459459459459459,0.05405405405405406,0.5405405405405406,37,37
gradient_boosted_trees,59,fixed_clean_efficiency,0.7948622101127689,0.9855421686746988,0.014457831325301205,0.6024096385542169,415,415
gradient_boosted_trees,59,fixed_false_positive_rate,0.7948622101127689,0.9855421686746988,0.014457831325301205,0.6024096385542169,415,415
gradient_boosted_trees,60,fixed_clean_efficiency,0.7856228581289088,0.9766355140186916,0.02336448598130841,0.6144859813084113,428,428
gradient_boosted_trees,60,fixed_false_positive_rate,0.7856228581289088,0.9766355140186916,0.02336448598130841,0.6144859813084113,428,428
gradient_boosted_trees,61,fixed_clean_efficiency,0.6500898725413038,0.8533772652388797,0.14662273476112025,0.7924217462932455,607,607
gradient_boosted_trees,61,fixed_false_positive_rate,0.6500898725413038,0.8533772652388797,0.14662273476112025,0.7924217462932455,607,607
gradient_boosted_trees,62,fixed_clean_efficiency,0.7892089122513605,0.9809523809523809,0.01904761904761905,0.5976190476190476,420,420
gradient_boosted_trees,62,fixed_false_positive_rate,0.7892089122513605,0.9809523809523809,0.01904761904761905,0.5976190476190476,420,420
gradient_boosted_trees,63,fixed_clean_efficiency,0.7600991122325688,0.9484536082474226,0.05154639175257732,0.5721649484536082,194,194
gradient_boosted_trees,63,fixed_false_positive_rate,0.7600991122325688,0.9484536082474226,0.05154639175257732,0.5721649484536082,194,194
gradient_boosted_trees,65,fixed_clean_efficiency,0.7657715384469519,0.9814814814814815,0.018518518518518517,0.4444444444444444,54,54
gradient_boosted_trees,65,fixed_false_positive_rate,0.7657715384469519,0.9814814814814815,0.018518518518518517,0.4444444444444444,54,54
