mode,family,run,method,n_events,sigma68_ns,n_pair_residuals
b2_included,all_six,62,base,798,3.0945267194630546,4788
b2_included,all_six,62,traditional,798,2.0852590225198924,4788
b2_included,all_six,62,ridge,798,2.2539877540028415,4788
b2_included,all_six,62,ridge_shuffled,798,3.646383765875705,4788
b2_included,all_six,62,gradient_boosted_trees,798,2.5042211135657473,4788
b2_included,all_six,62,gradient_boosted_trees_shuffled,798,4.371873638276684,4788
b2_included,all_six,62,mlp,798,2.5316035622121005,4788
b2_included,all_six,62,mlp_shuffled,798,3.8515833592021136,4788
b2_included,all_six,62,cnn1d,798,2.1705657168661534,4788
b2_included,all_six,62,cnn1d_shuffled,798,3.000740561090333,4788
b2_included,all_six,62,event_token_attention,798,2.036979299296644,4788
b2_included,all_six,62,event_token_attention_shuffled,798,2.9428251318351677,4788
b2_included,b2_containing,62,base,798,3.094926275902769,2394
b2_included,b2_containing,62,traditional,798,2.2791858885163547,2394
b2_included,b2_containing,62,ridge,798,2.4657351255717015,2394
b2_included,b2_containing,62,ridge_shuffled,798,3.864025462145852,2394
b2_included,b2_containing,62,gradient_boosted_trees,798,2.636129775993308,2394
b2_included,b2_containing,62,gradient_boosted_trees_shuffled,798,4.483428866617043,2394
b2_included,b2_containing,62,mlp,798,3.084081054360606,2394
b2_included,b2_containing,62,mlp_shuffled,798,3.9180557294073446,2394
b2_included,b2_containing,62,cnn1d,798,2.3054127267608493,2394
b2_included,b2_containing,62,cnn1d_shuffled,798,3.027408026218633,2394
b2_included,b2_containing,62,event_token_attention,798,2.2452024263575034,2394
b2_included,b2_containing,62,event_token_attention_shuffled,798,3.016626084247907,2394
b2_included,downstream_only,62,base,798,2.8329588920828463,2394
b2_included,downstream_only,62,traditional,798,1.9108870090831829,2394
b2_included,downstream_only,62,ridge,798,1.6256219768395515,2394
b2_included,downstream_only,62,ridge_shuffled,798,3.4671621090972713,2394
b2_included,downstream_only,62,gradient_boosted_trees,798,2.15585128523867,2394
b2_included,downstream_only,62,gradient_boosted_trees_shuffled,798,4.276564727687337,2394
b2_included,downstream_only,62,mlp,798,1.9685271653376961,2394
b2_included,downstream_only,62,mlp_shuffled,798,3.8407054325185808,2394
b2_included,downstream_only,62,cnn1d,798,2.016241432709261,2394
b2_included,downstream_only,62,cnn1d_shuffled,798,2.8326323873950656,2394
b2_included,downstream_only,62,event_token_attention,798,1.7896040408306815,2394
b2_included,downstream_only,62,event_token_attention_shuffled,798,2.86293230615057,2394
b2_included,all_six,63,base,365,3.7565673884240343,2190
b2_included,all_six,63,traditional,365,2.7294739474645064,2190
b2_included,all_six,63,ridge,365,2.915970567636348,2190
b2_included,all_six,63,ridge_shuffled,365,4.351000878687768,2190
b2_included,all_six,63,gradient_boosted_trees,365,2.98303166920654,2190
b2_included,all_six,63,gradient_boosted_trees_shuffled,365,5.379757880629826,2190
b2_included,all_six,63,mlp,365,2.9656844386710968,2190
b2_included,all_six,63,mlp_shuffled,365,4.890854622020099,2190
b2_included,all_six,63,cnn1d,365,2.890385125892829,2190
b2_included,all_six,63,cnn1d_shuffled,365,3.7500331349930947,2190
b2_included,all_six,63,event_token_attention,365,2.8020480542975497,2190
b2_included,all_six,63,event_token_attention_shuffled,365,3.631050110156853,2190
b2_included,b2_containing,63,base,365,7.319544538279282,1095
b2_included,b2_containing,63,traditional,365,6.359259574145662,1095
b2_included,b2_containing,63,ridge,365,5.760247404702637,1095
b2_included,b2_containing,63,ridge_shuffled,365,7.25360506097454,1095
b2_included,b2_containing,63,gradient_boosted_trees,365,3.975732920894787,1095
b2_included,b2_containing,63,gradient_boosted_trees_shuffled,365,7.849367926624104,1095
b2_included,b2_containing,63,mlp,365,5.175046186811825,1095
b2_included,b2_containing,63,mlp_shuffled,365,7.236950410987161,1095
b2_included,b2_containing,63,cnn1d,365,6.353755586166831,1095
b2_included,b2_containing,63,cnn1d_shuffled,365,6.899581127446338,1095
b2_included,b2_containing,63,event_token_attention,365,5.607356497312209,1095
b2_included,b2_containing,63,event_token_attention_shuffled,365,6.923794871152396,1095
b2_included,downstream_only,63,base,365,3.0440118718976787,1095
b2_included,downstream_only,63,traditional,365,1.9184892075795297,1095
b2_included,downstream_only,63,ridge,365,1.7004201793770828,1095
b2_included,downstream_only,63,ridge_shuffled,365,3.642414482806044,1095
b2_included,downstream_only,63,gradient_boosted_trees,365,2.148986362086751,1095
b2_included,downstream_only,63,gradient_boosted_trees_shuffled,365,4.466488399309805,1095
b2_included,downstream_only,63,mlp,365,2.059767409550519,1095
b2_included,downstream_only,63,mlp_shuffled,365,4.173247902871756,1095
b2_included,downstream_only,63,cnn1d,365,2.0610287792579745,1095
b2_included,downstream_only,63,cnn1d_shuffled,365,3.1022340216376176,1095
b2_included,downstream_only,63,event_token_attention,365,1.9046127822439112,1095
b2_included,downstream_only,63,event_token_attention_shuffled,365,3.0251863730761643,1095
b2_included,all_six,65,base,63,3.342522605512409,378
b2_included,all_six,65,traditional,63,2.3195841521627605,378
b2_included,all_six,65,ridge,63,2.604585384081406,378
b2_included,all_six,65,ridge_shuffled,63,3.874124959580181,378
b2_included,all_six,65,gradient_boosted_trees,63,3.129445935032918,378
b2_included,all_six,65,gradient_boosted_trees_shuffled,63,4.701505751358322,378
b2_included,all_six,65,mlp,63,3.0020213524593973,378
b2_included,all_six,65,mlp_shuffled,63,4.221858233581955,378
b2_included,all_six,65,cnn1d,63,2.341180293584415,378
b2_included,all_six,65,cnn1d_shuffled,63,3.357140861624102,378
b2_included,all_six,65,event_token_attention,63,2.3056894409195476,378
b2_included,all_six,65,event_token_attention_shuffled,63,3.1564081455012403,378
b2_included,b2_containing,65,base,63,4.21042810270307,189
b2_included,b2_containing,65,traditional,63,3.876331744373764,189
b2_included,b2_containing,65,ridge,63,3.758070956493306,189
b2_included,b2_containing,65,ridge_shuffled,63,4.7321685286081685,189
b2_included,b2_containing,65,gradient_boosted_trees,63,4.015869679011788,189
b2_included,b2_containing,65,gradient_boosted_trees_shuffled,63,5.2307206166745726,189
b2_included,b2_containing,65,mlp,63,4.572919285368956,189
b2_included,b2_containing,65,mlp_shuffled,63,5.464001628460586,189
b2_included,b2_containing,65,cnn1d,63,2.9931954783545844,189
b2_included,b2_containing,65,cnn1d_shuffled,63,4.172113476855004,189
b2_included,b2_containing,65,event_token_attention,63,3.2665847299293116,189
b2_included,b2_containing,65,event_token_attention_shuffled,63,4.111841715047606,189
b2_included,downstream_only,65,base,63,2.5877382570365577,189
b2_included,downstream_only,65,traditional,63,1.7909955480455566,189
b2_included,downstream_only,65,ridge,63,1.8426538200339184,189
b2_included,downstream_only,65,ridge_shuffled,63,3.3183844274593537,189
b2_included,downstream_only,65,gradient_boosted_trees,63,2.3779616101498795,189
b2_included,downstream_only,65,gradient_boosted_trees_shuffled,63,4.067296479134699,189
b2_included,downstream_only,65,mlp,63,2.118112383220673,189
b2_included,downstream_only,65,mlp_shuffled,63,3.608078440057094,189
b2_included,downstream_only,65,cnn1d,63,1.997021500754483,189
b2_included,downstream_only,65,cnn1d_shuffled,63,2.740764934392384,189
b2_included,downstream_only,65,event_token_attention,63,1.803336317833097,189
b2_included,downstream_only,65,event_token_attention_shuffled,63,2.6680474766178315,189
