method,leading_edge_time_bias_ns,leading_edge_time_sigma68_ns,secondary_pulse_delay_bias_ns,secondary_pulse_delay_sigma68_ns,shape_residual_proxy_median,saturation_interaction_energy_sigma68,pedestal_shift_false_split_rate,energy_proxy_distortion_sigma68,pid_confusion_stave_bias_span,false_merge_rate,tight_sep_le_15ns_false_merge_rate,mid_sep_15_35ns_false_merge_rate,loose_sep_gt_35ns_false_merge_rate,leading_edge_time_bias_ns_ci_low,leading_edge_time_bias_ns_ci_high,leading_edge_time_sigma68_ns_ci_low,leading_edge_time_sigma68_ns_ci_high,secondary_pulse_delay_bias_ns_ci_low,secondary_pulse_delay_bias_ns_ci_high,secondary_pulse_delay_sigma68_ns_ci_low,secondary_pulse_delay_sigma68_ns_ci_high,shape_residual_proxy_median_ci_low,shape_residual_proxy_median_ci_high,saturation_interaction_energy_sigma68_ci_low,saturation_interaction_energy_sigma68_ci_high,pedestal_shift_false_split_rate_ci_low,pedestal_shift_false_split_rate_ci_high,energy_proxy_distortion_sigma68_ci_low,energy_proxy_distortion_sigma68_ci_high,pid_confusion_stave_bias_span_ci_low,pid_confusion_stave_bias_span_ci_high,false_merge_rate_ci_low,false_merge_rate_ci_high,tight_sep_le_15ns_false_merge_rate_ci_low,tight_sep_le_15ns_false_merge_rate_ci_high,mid_sep_15_35ns_false_merge_rate_ci_low,mid_sep_15_35ns_false_merge_rate_ci_high,loose_sep_gt_35ns_false_merge_rate_ci_low,loose_sep_gt_35ns_false_merge_rate_ci_high
template_residual_boosted_stack_new,0.8570218725765955,4.943650638185607,-0.5967805459002307,9.731608547048731,0.5524096035882996,0.06940466169283674,0.16842105263157894,0.07139666024822157,0.020993955062789553,0.3026315789473684,0.42011834319526625,0.3037974683544304,0.15151515151515152,0.3368709446658169,1.8494342701535693,4.707783150197964,5.806861686688957,-1.204947608125795,0.932222112955774,8.882342431055461,11.168283737423614,0.524001160310241,0.6079756196277223,0.021833783929232072,0.10121247187046858,0.14467105263157895,0.18697368421052626,0.06643007543501515,0.07561930752828562,0.017851957616234572,0.03711048992855687,0.24730263157894736,0.36072368421052625,0.38631993006993004,0.4629660700969426,0.18955696202531647,0.4286166365280289,0.09482321271418957,0.24209821428571415
two_pulse_template_likelihood_traditional,0.45457323051418363,5.950866055150941,0.0,12.5,0.7172602720776509,0.016856922627425906,0.19473684210526315,0.0961935827022366,0.09576736754583381,0.5921052631578947,0.6982248520710059,0.7088607594936709,0.38636363636363635,0.10880543878807103,0.6249509380797491,5.318330683914186,6.503300293013265,0.0,0.0,10.0,15.016249999999998,0.5819927111052969,0.8164901069952347,0.0,0.024789592099155745,0.1631578947368421,0.22631578947368422,0.07743678678243844,0.10552705320620578,0.06387883591171217,0.15564384299333658,0.531578947368421,0.6500657894736842,0.6357756708804614,0.7559523809523809,0.6025641025641025,0.8053774350649351,0.3481306567649107,0.43103448275862066
gradient_boosted_trees,0.6257123252994523,6.13397831634639,-0.8860382368814506,10.202839069786396,0.5883792023190257,0.04743757907972368,0.16578947368421051,0.07140754058370392,0.026836525445624572,0.32105263157894737,0.4378698224852071,0.34177215189873417,0.1590909090909091,0.16992121808503857,1.1692943594717686,5.561793637288993,6.838692515376222,-1.953733967751683,0.6110649314431976,8.835419525992856,10.755404678637795,0.5477991911026884,0.6333234986166938,0.01731860108111132,0.08850740925056445,0.13401315789473683,0.20526315789473684,0.05933491199137263,0.07774016482383107,0.013761334792234884,0.03882606402350422,0.2867763157894737,0.35526315789473684,0.4021499158957107,0.47093858593958837,0.243324358568261,0.46835443037974683,0.10367521367521368,0.23338235294117646
residual_tail_veto_traditional,0.10880543878807103,6.582363019779284,0.0,20.0,0.7766390152596806,0.018245295240670614,0.27631578947368424,0.09310773509699002,0.10216805835031151,0.5184210526315789,0.5621301775147929,0.6582278481012658,0.3787878787878788,-0.38908847164144333,0.43003867601573376,5.996377831535979,7.254099349592123,0.0,7.105427357601002e-15,15.0,20.0,0.6784556547928182,0.8412654594833038,0.0,0.024789592099155745,0.25,0.31328947368421045,0.0775658270913099,0.10379756373603313,0.06082816008741845,0.16136110324673084,0.45769736842105263,0.5736842105263158,0.4666666666666667,0.6204819277108434,0.5375,0.7671312519910799,0.3128201616216957,0.43112818590704644
ridge,0.3662490987847633,7.018217295253563,-0.33794622369305927,13.094369141163728,0.6673340928708664,0.07857872292393336,0.16578947368421051,0.06662828073614618,0.07174067708514148,0.3131578947368421,0.40828402366863903,0.379746835443038,0.15151515151515152,-0.026503999184201987,1.212528856436137,6.043828833635223,8.321460937780891,-1.4292207230435738,1.0140921849535516,12.377521631931758,14.847976003226087,0.6263801318281393,0.6772595744567496,0.028584926014722522,0.12120734673822761,0.1394736842105263,0.18427631578947365,0.05988695501013528,0.07330824165993588,0.043590982862188654,0.09612952914218206,0.26052631578947366,0.3605263157894737,0.3522012578616352,0.45977011494252873,0.27483231707317074,0.5065181082981716,0.09923506403381491,0.2250390625
1d_cnn,0.5960636070136971,8.902831726637416,0.12167930603027344,15.967616081237793,0.8089796448759141,0.13405862705566807,0.21052631578947367,0.08647472542235546,0.020012901525056352,0.3763157894736842,0.5384615384615384,0.4430379746835443,0.12878787878787878,-1.3905796633735612,1.7782383925279743,8.483513117902639,9.52932307089436,-2.940218210220337,3.872714042663574,14.86725332736969,17.395108222961426,0.7833655570099836,0.8472733795209846,0.0,0.2136395467883813,0.19730263157894737,0.22631578947368422,0.07861299370515214,0.09685663261271983,0.011287164990770576,0.060742247040272604,0.32625000000000004,0.41842105263157897,0.47305389221556887,0.5957446808510638,0.35703781512605043,0.581081081081081,0.09352517985611511,0.18032786885245902
leading_edge_cfd_traditional,-8.095713000003517,9.99557316580745,0.0,21.25,2.2767017392519553,0.18534269692733707,0.85,0.2811464146017894,0.3665696069694504,0.060526315789473685,0.0650887573964497,0.05063291139240506,0.06060606060606061,-8.800981028338649,-6.759927772764171,9.162258600165002,11.49601895734266,-3.552713678800501e-15,7.105427357601002e-15,21.25,22.5,2.2079666562623466,2.4035255810917295,0.04710809570148397,0.22755115585788038,0.8026315789473685,0.8843421052631578,0.21794992994100468,0.31963779728449504,0.24479611299655446,0.43704811385900677,0.020986842105263158,0.09736842105263158,0.024390243902439025,0.09550561797752809,0.011761285909712722,0.09462699000370232,0.015625,0.104
causal_window_transformer_new,-3.8211167283455394,10.098770488056658,-4.153239727020264,14.584648418426514,0.9599630237748247,0.07440869105546685,0.19736842105263158,0.09189168644034243,0.06126911576831063,0.4263157894736842,0.591715976331361,0.45569620253164556,0.19696969696969696,-4.594701815397877,-3.4095358608404807,8.36611977908483,11.496064038631392,-5.668926239013672,-2.6804637908935547,12.675811669826505,17.822999954223633,0.8871491548022573,1.0341185861663096,0.005792789907052665,0.11697100287753641,0.1631578947368421,0.2290131578947368,0.08169279139752345,0.0966711836332593,0.0446695886708928,0.13987153026805685,0.3631578947368421,0.4605263157894737,0.5068493150684932,0.6464088397790055,0.37958649789029536,0.5584415584415584,0.16129032258064516,0.25
mlp,0.7449042829171093,11.558305342936677,2.414139752676885,18.85292197667554,1.1263295082639164,0.17844128907868867,0.2131578947368421,0.1735768131344082,0.10868466307731345,0.3526315789473684,0.4970414201183432,0.43037974683544306,0.12121212121212122,-0.9482935520180469,2.100816613761323,10.297882270108252,12.610020619656705,-2.012635689527146,5.83511019336148,16.73809115709767,20.899658930391066,1.0752321963292966,1.1713713276377935,0.08615650779320515,0.6776374739142109,0.19736842105263158,0.23421052631578948,0.16120014137826583,0.19906270947543472,0.05655137752088224,0.18754023063166966,0.2998026315789474,0.3974342105263158,0.4421771523178808,0.5525944876946258,0.3415611814345991,0.5416666666666666,0.0568236827406442,0.20833333333333334
tiny_sequence_transformer,-7.363294771942268,13.233049181394925,2.803616523742676,15.896728706359863,1.2106225142193496,0.11695586108931777,0.3,0.17207005205233106,0.07419270083561072,0.3078947368421053,0.4437869822485207,0.35443037974683544,0.10606060606060606,-8.332305978493135,-6.235462481081342,12.432042608573441,14.493689010624086,0.9765911102294922,3.7800025939941406,13.743239545822139,17.368147456645964,1.0976482816176258,1.2571929062454068,0.0,0.17705779717109937,0.2788815789473684,0.3236842105263158,0.1534915942804426,0.18244539177466562,0.04260204566814953,0.13823137646776829,0.26572368421052633,0.34210526315789475,0.3650418341399393,0.5251396648044693,0.2591111111111111,0.5131578947368421,0.07516012252854358,0.16666666666666666
