method,base_method,drift_order,n,pred_mean_ns,target_mean_ns,heldout_run
s02d_global_timewalk_drift0,template_phase,0,381,2.4868800377304976,2.7135849981672964,59
s02d_global_timewalk_drift0,template_phase,0,382,2.671218721939029,2.7177472129044085,59
s02d_global_timewalk_drift1,template_phase,1,382,-4.3261586528174165,-4.505463522568858,59
s02d_global_timewalk_drift1,template_phase,1,381,-3.754570349893336,-4.438271990613152,59
s02d_global_timewalk_drift1,template_phase,1,382,1.0873650134930544,1.3605351907732919,59
s02d_global_timewalk_drift1,template_phase,1,381,1.9573994839863835,2.232751923813475,59
s02d_global_timewalk_drift1,template_phase,1,381,2.532499851478578,2.648349660697577,59
s02d_global_timewalk_drift1,template_phase,1,382,2.7208660817968116,2.7032579776723287,59
s02d_global_timewalk_drift2,template_phase,2,382,-4.712494117935588,-4.538840485919644,59
s02d_global_timewalk_drift2,template_phase,2,381,-4.114094946079944,-4.350129919109842,59
s02d_global_timewalk_drift2,template_phase,2,382,1.1615946293459787,1.3105819728603023,59
s02d_global_timewalk_drift2,template_phase,2,381,2.030979192611388,2.3065235184899335,59
s02d_global_timewalk_drift2,template_phase,2,381,2.6218232595963036,2.589669929538178,59
s02d_global_timewalk_drift2,template_phase,2,382,2.804288894327092,2.683624469818925,59
s02d_binned_timewalk_drift0,s02b_template,0,404,-5.31312407798002,-5.118768273916107,60
s02d_binned_timewalk_drift0,s02b_template,0,404,-2.760567367882529,-3.5746677108495053,60
s02d_binned_timewalk_drift0,s02b_template,0,404,0.4769322780889864,0.680855413365289,60
s02d_binned_timewalk_drift0,s02b_template,0,404,1.680662775037744,1.7263114140747056,60
s02d_binned_timewalk_drift0,s02b_template,0,404,2.3551697266758307,2.5361799579689985,60
s02d_binned_timewalk_drift0,s02b_template,0,404,3.4675469533829433,3.7500891993566303,60
s02d_binned_timewalk_drift1,s02b_template,1,404,-5.366073019055864,-5.118768273916107,60
s02d_binned_timewalk_drift1,s02b_template,1,404,-2.8109086214347316,-3.56952868447282,60
s02d_binned_timewalk_drift1,s02b_template,1,404,0.5152650075730256,0.685200624477587,60
s02d_binned_timewalk_drift1,s02b_template,1,404,1.6986063769505755,1.7234460934647224,60
s02d_binned_timewalk_drift1,s02b_template,1,404,2.3621163988323444,2.530945649136779,60
s02d_binned_timewalk_drift1,s02b_template,1,404,3.4776449317607048,3.7487045913098482,60
s02d_binned_timewalk_drift2,s02b_template,2,404,-5.321681386077536,-5.11898352116241,60
s02d_binned_timewalk_drift2,s02b_template,2,404,-2.777633617214418,-3.5693134372265165,60
s02d_binned_timewalk_drift2,s02b_template,2,404,0.4959379204421921,0.6768269620732934,60
s02d_binned_timewalk_drift2,s02b_template,2,404,1.681005871548925,1.7200548512135911,60
s02d_binned_timewalk_drift2,s02b_template,2,404,2.347138970090767,2.5539640843539186,60
s02d_binned_timewalk_drift2,s02b_template,2,404,3.458860836824539,3.737451060748134,60
s02d_global_timewalk_drift0,template_phase,0,404,-4.245879252027444,-4.223552771237291,60
s02d_global_timewalk_drift0,template_phase,0,404,-3.4162541167049616,-4.0775214982563135,60
s02d_global_timewalk_drift0,template_phase,0,404,0.7236582535133437,0.9685483208293247,60
s02d_global_timewalk_drift0,template_phase,0,404,1.836636746751684,1.9111151175945726,60
s02d_global_timewalk_drift0,template_phase,0,404,2.283196161413831,2.5868875004780287,60
s02d_global_timewalk_drift0,template_phase,0,404,2.6007148765194334,2.834523330591662,60
s02d_global_timewalk_drift1,template_phase,1,404,-4.261700493142294,-4.223552771237291,60
s02d_global_timewalk_drift1,template_phase,1,404,-3.431697695229389,-4.0775214982563135,60
s02d_global_timewalk_drift1,template_phase,1,404,0.729700196287732,0.9685483208293247,60
s02d_global_timewalk_drift1,template_phase,1,404,1.8423533510798735,1.9111151175945726,60
s02d_global_timewalk_drift1,template_phase,1,404,2.288017712821338,2.5868875004780287,60
s02d_global_timewalk_drift1,template_phase,1,404,2.605505005846227,2.834523330591662,60
s02d_global_timewalk_drift2,template_phase,2,404,-4.140089335057968,-4.229740890049172,60
s02d_global_timewalk_drift2,template_phase,2,404,-3.311467207854749,-4.0713333794444315,60
s02d_global_timewalk_drift2,template_phase,2,404,0.6967533174380167,0.9685483208293247,60
s02d_global_timewalk_drift2,template_phase,2,404,1.8049253088404966,1.9147559299101369,60
s02d_global_timewalk_drift2,template_phase,2,404,2.2595053777791163,2.585904186657091,60
s02d_global_timewalk_drift2,template_phase,2,404,2.561957487745259,2.8318658320970354,60
s02d_binned_timewalk_drift0,s02b_template,0,467,-6.790816864456314,-6.209854282422257,61
s02d_binned_timewalk_drift0,s02b_template,0,466,-3.1704125946757706,-2.945392694801798,61
s02d_binned_timewalk_drift0,s02b_template,0,467,0.974295356049563,0.6619655522442224,61
s02d_binned_timewalk_drift0,s02b_template,0,466,2.0447508623950434,1.6940661747927548,61
s02d_binned_timewalk_drift0,s02b_template,0,466,2.8487292622371885,2.4010237048012604,61
s02d_binned_timewalk_drift0,s02b_template,0,467,4.435465817444645,4.400653423725839,61
s02d_binned_timewalk_drift1,s02b_template,1,467,-6.782211280162117,-6.21119850511603,61
s02d_binned_timewalk_drift1,s02b_template,1,466,-3.152692278517842,-2.9508121003718473,61
s02d_binned_timewalk_drift1,s02b_template,1,467,0.9682568519883006,0.6686976115943768,61
s02d_binned_timewalk_drift1,s02b_template,1,466,2.0416903460228757,1.703249878713414,61
s02d_binned_timewalk_drift1,s02b_template,1,466,2.8470429208885273,2.3918600079130328,61
s02d_binned_timewalk_drift1,s02b_template,1,467,4.434253066296882,4.400653423725839,61
s02d_binned_timewalk_drift2,s02b_template,2,467,-6.81671501034439,-6.21119850511603,61
s02d_binned_timewalk_drift2,s02b_template,2,466,-3.181938392044567,-2.9523964568866825,61
s02d_binned_timewalk_drift2,s02b_template,2,467,0.9257906764679569,0.6560925856096248,61
s02d_binned_timewalk_drift2,s02b_template,2,466,2.03139621926344,1.706310678206206,61
s02d_binned_timewalk_drift2,s02b_template,2,466,2.858876041716488,2.413169603738933,61
s02d_binned_timewalk_drift2,s02b_template,2,467,4.4591214789766624,4.390521203281045,61
s02d_global_timewalk_drift0,template_phase,0,467,-4.626029612608926,-3.555021327088996,61
s02d_global_timewalk_drift0,template_phase,0,466,-4.000145050143868,-3.1784929920132514,61
s02d_global_timewalk_drift0,template_phase,0,467,1.0906577920693057,0.6014505284737136,61
s02d_global_timewalk_drift0,template_phase,0,466,2.098962287241532,1.8151892114109651,61
s02d_global_timewalk_drift0,template_phase,0,466,2.53437874885625,2.1881212799597427,61
s02d_global_timewalk_drift0,template_phase,0,467,2.7336596428780453,2.1305195037532103,61
s02d_global_timewalk_drift1,template_phase,1,467,-4.623304155952876,-3.553415331371651,61
s02d_global_timewalk_drift1,template_phase,1,466,-3.9968626427328626,-3.1801024340733375,61
s02d_global_timewalk_drift1,template_phase,1,467,1.0893308757970108,0.6014505284737136,61
s02d_global_timewalk_drift1,template_phase,1,466,2.0966627168604157,1.8225213570926717,61
s02d_global_timewalk_drift1,template_phase,1,466,2.52982907920343,2.182219992406095,61
s02d_global_timewalk_drift1,template_phase,1,467,2.7302573227282876,2.1290917095611865,61
s02d_global_timewalk_drift2,template_phase,2,467,-4.53240018226826,-3.574828607602915,61
s02d_global_timewalk_drift2,template_phase,2,466,-3.903902197448265,-3.158643206605526,61
s02d_global_timewalk_drift2,template_phase,2,467,1.0889721443245968,0.6014505284737136,61
s02d_global_timewalk_drift2,template_phase,2,466,2.103547842234076,1.8826057362213173,61
s02d_global_timewalk_drift2,template_phase,2,466,2.5665927726170037,2.1151599065691844,61
s02d_global_timewalk_drift2,template_phase,2,467,2.7779935937616087,2.1360524789959854,61
s02d_binned_timewalk_drift0,s02b_template,0,404,-7.082164078684509,-6.884834655226309,62
s02d_binned_timewalk_drift0,s02b_template,0,403,-3.68088470918249,-3.915784370150932,62
s02d_binned_timewalk_drift0,s02b_template,0,404,0.9823956133847564,1.2057442376582748,62
s02d_binned_timewalk_drift0,s02b_template,0,403,2.1723368640610627,2.2306756674733386,62
s02d_binned_timewalk_drift0,s02b_template,0,403,2.925784967458229,2.922264751607537,62
s02d_binned_timewalk_drift0,s02b_template,0,404,4.538231507048882,4.444996636085937,62
s02d_binned_timewalk_drift1,s02b_template,1,404,-6.955335338890972,-6.881741075029856,62
s02d_binned_timewalk_drift1,s02b_template,1,403,-3.543488267118022,-3.918885626725044,62
s02d_binned_timewalk_drift1,s02b_template,1,404,0.9218047661643373,1.2057442376582748,62
s02d_binned_timewalk_drift1,s02b_template,1,403,2.1206708925159283,2.2323210847312835,62
s02d_binned_timewalk_drift1,s02b_template,1,403,2.8785577022148856,2.909207906253971,62
s02d_binned_timewalk_drift1,s02b_template,1,404,4.49447559581952,4.456379818072412,62
s02d_binned_timewalk_drift2,s02b_template,2,404,-6.897509198838146,-6.884834655226309,62
s02d_binned_timewalk_drift2,s02b_template,2,403,-3.4993044683413226,-3.915784370150932,62
s02d_binned_timewalk_drift2,s02b_template,2,404,0.8722841440434157,1.2067214231646681,62
s02d_binned_timewalk_drift2,s02b_template,2,403,2.0812919667464858,2.2326130336002277,62
s02d_binned_timewalk_drift2,s02b_template,2,403,2.848086359341896,2.8920026956824585,62
s02d_binned_timewalk_drift2,s02b_template,2,404,4.468496699170717,4.472274029759421,62
s02d_global_timewalk_drift0,template_phase,0,404,-4.449321986176679,-4.404247588877441,62
s02d_global_timewalk_drift0,template_phase,0,403,-3.8609716538348655,-4.290778932720824,62
s02d_global_timewalk_drift0,template_phase,0,404,1.0707540285370765,1.25813769061579,62
s02d_global_timewalk_drift0,template_phase,0,403,2.0147280489371906,2.201138713612781,62
s02d_global_timewalk_drift0,template_phase,0,403,2.468136099897531,2.5345980800234034,62
s02d_global_timewalk_drift0,template_phase,0,404,2.6967812790123045,2.7022534181901854,62
s02d_global_timewalk_drift1,template_phase,1,404,-4.348722124460725,-4.383207984917045,62
s02d_global_timewalk_drift1,template_phase,1,403,-3.7625996271304665,-4.325631653366899,62
s02d_global_timewalk_drift1,template_phase,1,404,1.01775108675379,1.2718645381909588,62
s02d_global_timewalk_drift1,template_phase,1,403,1.9574014264418307,2.1930679467913055,62
s02d_global_timewalk_drift1,template_phase,1,403,2.397300320390446,2.5563123223964843,62
s02d_global_timewalk_drift1,template_phase,1,404,2.6271856312247857,2.6886437136176684,62
s02d_global_timewalk_drift2,template_phase,2,404,-4.164055718834668,-4.406722836402193,62
s02d_global_timewalk_drift2,template_phase,2,403,-3.565100043172917,-4.302058452374343,62
s02d_global_timewalk_drift2,template_phase,2,404,0.9659726257665833,1.2104891757643048,62
s02d_global_timewalk_drift2,template_phase,2,403,1.8982921748047412,2.2555355025331174,62
s02d_global_timewalk_drift2,template_phase,2,403,2.3552681644975326,2.5293240853877323,62
s02d_global_timewalk_drift2,template_phase,2,404,2.5729942808010167,2.7146275774071373,62
s02d_binned_timewalk_drift0,s02b_template,0,185,-7.617325683575364,-8.01627744338828,63
s02d_binned_timewalk_drift0,s02b_template,0,185,-3.8963606647300644,-3.939668444627684,63
s02d_binned_timewalk_drift0,s02b_template,0,185,1.1430189669384772,1.0962595304246734,63
s02d_binned_timewalk_drift0,s02b_template,0,185,2.3934525845963166,2.827755330801726,63
s02d_binned_timewalk_drift0,s02b_template,0,185,3.1383836172922495,3.3306988110886864,63
s02d_binned_timewalk_drift0,s02b_template,0,185,4.503585018661096,4.701232215700887,63
s02d_binned_timewalk_drift1,s02b_template,1,185,-7.321874285819102,-8.01627744338828,63
s02d_binned_timewalk_drift1,s02b_template,1,185,-3.600646994391428,-3.939668444627684,63
s02d_binned_timewalk_drift1,s02b_template,1,185,0.9752374670673596,1.106679332557215,63
s02d_binned_timewalk_drift1,s02b_template,1,185,2.262055406415762,2.8100898145640856,63
s02d_binned_timewalk_drift1,s02b_template,1,185,3.026001654450336,3.3155502863169155,63
s02d_binned_timewalk_drift1,s02b_template,1,185,4.408361251843315,4.723626454577757,63
s02d_binned_timewalk_drift2,s02b_template,2,185,-7.3533341502858045,-8.01627744338828,63
s02d_binned_timewalk_drift2,s02b_template,2,185,-3.63728815283488,-3.939668444627684,63
s02d_binned_timewalk_drift2,s02b_template,2,185,1.0437721641259396,1.0962595304246734,63
s02d_binned_timewalk_drift2,s02b_template,2,185,2.2979599291266637,2.8057599040704946,63
s02d_binned_timewalk_drift2,s02b_template,2,185,3.047169519816241,3.318233307203321,63
s02d_binned_timewalk_drift2,s02b_template,2,185,4.419371891838008,4.735693146317481,63
s02d_global_timewalk_drift0,template_phase,0,185,-4.371650848865489,-4.412813888391994,63
s02d_global_timewalk_drift0,template_phase,0,185,-3.7616783556785673,-4.2823943967286615,63
s02d_global_timewalk_drift0,template_phase,0,185,1.1422260287732806,1.309083112316028,63
s02d_global_timewalk_drift0,template_phase,0,185,2.0650472726273974,1.9597706835541,63
s02d_global_timewalk_drift0,template_phase,0,185,2.459065217295139,2.760474541922539,63
s02d_global_timewalk_drift0,template_phase,0,185,2.673689991486519,2.665879947327944,63
s02d_global_timewalk_drift1,template_phase,1,185,-4.143392146360415,-4.396597672175776,63
s02d_global_timewalk_drift1,template_phase,1,185,-3.539061936798253,-4.298610612944878,63
s02d_global_timewalk_drift1,template_phase,1,185,1.0472751013495838,1.309083112316028,63
s02d_global_timewalk_drift1,template_phase,1,185,1.9595285916691492,1.9673095710200055,63
s02d_global_timewalk_drift1,template_phase,1,185,2.3385839088514375,2.756705098189587,63
s02d_global_timewalk_drift1,template_phase,1,185,2.553119056574568,2.662110503594991,63
s02d_global_timewalk_drift2,template_phase,2,185,-4.36677736754357,-4.404705780283885,63
s02d_global_timewalk_drift2,template_phase,2,185,-3.7349268102181963,-4.29050250483677,63
s02d_global_timewalk_drift2,template_phase,2,185,1.1085839344788073,1.319893923126839,63
s02d_global_timewalk_drift2,template_phase,2,185,2.0102958712494328,1.949457393131337,63
s02d_global_timewalk_drift2,template_phase,2,185,2.3787055257853194,2.7656311871339208,63
s02d_global_timewalk_drift2,template_phase,2,185,2.5863332792131413,2.6602257817285144,63
s02d_binned_timewalk_drift0,s02b_template,0,33,-8.43617769684481,-7.491100103940438,65
s02d_binned_timewalk_drift0,s02b_template,0,33,-4.176047858190444,-3.740515606911011,65
s02d_binned_timewalk_drift0,s02b_template,0,33,1.3900518687179655,1.4972759371548385,65
s02d_binned_timewalk_drift0,s02b_template,0,33,2.543196507619,2.5748002276401616,65
s02d_binned_timewalk_drift0,s02b_template,0,33,3.413023007062166,3.1908744369925235,65
s02d_binned_timewalk_drift0,s02b_template,0,33,4.61121000214867,3.9686651090639247,65
s02d_binned_timewalk_drift1,s02b_template,1,33,-8.09082050700294,-7.491100103940438,65
s02d_binned_timewalk_drift1,s02b_template,1,33,-3.820174739005911,-3.740515606911011,65
s02d_binned_timewalk_drift1,s02b_template,1,33,1.2560425074464774,1.598691560380551,65
s02d_binned_timewalk_drift1,s02b_template,1,33,2.433452590024968,2.500871921779624,65
s02d_binned_timewalk_drift1,s02b_template,1,33,3.325696500971346,3.163387119627349,65
s02d_binned_timewalk_drift1,s02b_template,1,33,4.546329199273925,3.9686651090639247,65
s02d_binned_timewalk_drift2,s02b_template,2,33,-9.03839400798291,-7.491100103940438,65
s02d_binned_timewalk_drift2,s02b_template,2,33,-4.7913082346298665,-3.740515606911011,65
s02d_binned_timewalk_drift2,s02b_template,2,33,2.3521336096180625,1.525030651477157,65
s02d_binned_timewalk_drift2,s02b_template,2,33,3.36253186636803,2.5683425441281718,65
s02d_binned_timewalk_drift2,s02b_template,2,33,4.087936543420071,3.2396316317443827,65
s02d_binned_timewalk_drift2,s02b_template,2,33,5.208502307363988,3.8986108835017363,65
s02d_global_timewalk_drift0,template_phase,0,33,-4.373546846564455,-4.586338363323943,65
s02d_global_timewalk_drift0,template_phase,0,33,-3.6118038529893672,-4.260580787566357,65
s02d_global_timewalk_drift0,template_phase,0,33,1.4488566838811252,1.9346373122062523,65
s02d_global_timewalk_drift0,template_phase,0,33,2.232630276481243,2.2913997075695915,65
s02d_global_timewalk_drift0,template_phase,0,33,2.5729216920203775,2.495213371141221,65
s02d_global_timewalk_drift0,template_phase,0,33,2.918480539224521,2.12566875997323,65
s02d_global_timewalk_drift1,template_phase,1,33,-4.12196798447665,-4.586338363323943,65
s02d_global_timewalk_drift1,template_phase,1,33,-3.358095591273841,-4.260580787566357,65
s02d_global_timewalk_drift1,template_phase,1,33,1.355932252042384,1.9346373122062523,65
s02d_global_timewalk_drift1,template_phase,1,33,2.1364941342691273,2.2913997075695915,65
s02d_global_timewalk_drift1,template_phase,1,33,2.4704766119515393,2.495213371141221,65
s02d_global_timewalk_drift1,template_phase,1,33,2.8187080080446756,2.12566875997323,65
s02d_global_timewalk_drift2,template_phase,2,33,-6.644801208212035,-4.62421715120273,65
s02d_global_timewalk_drift2,template_phase,2,33,-5.859349164128804,-4.22270199968757,65
s02d_global_timewalk_drift2,template_phase,2,33,2.231288994316852,2.0054223595025156,65
s02d_global_timewalk_drift2,template_phase,2,33,2.9650270631903584,2.2689063646098973,65
s02d_global_timewalk_drift2,template_phase,2,33,3.209282486685736,2.371164091047077,65
s02d_global_timewalk_drift2,template_phase,2,33,3.586945083576056,2.201426335730805,65
