event_id,pair,method,residual_ns,heldout_run
58:401733:3159:12760,B4-B6,cfd20_unweighted,-3.1726455249861303,58
58:401733:3159:12760,B4-B8,cfd20_unweighted,-3.91431221312358,58
58:401733:3159:12760,B6-B8,cfd20_unweighted,-0.7416666881374496,58
58:402308:3701:13332,B4-B6,cfd20_unweighted,-0.9612530694520771,58
58:402308:3701:13332,B4-B8,cfd20_unweighted,-0.16052403210159127,58
58:402308:3701:13332,B6-B8,cfd20_unweighted,0.8007290373504858,58
58:402542:3915:13565,B4-B6,cfd20_unweighted,-6.2895955920801185,58
58:402542:3915:13565,B4-B8,cfd20_unweighted,-7.095867545888737,58
58:402542:3915:13565,B6-B8,cfd20_unweighted,-0.8062719538086185,58
58:402594:3966:13616,B4-B6,cfd20_unweighted,-4.67951536314375,58
58:402594:3966:13616,B4-B8,cfd20_unweighted,-3.341505354940736,58
58:402594:3966:13616,B6-B8,cfd20_unweighted,1.338010008203014,58
58:402626:3997:13647,B4-B6,cfd20_unweighted,-1.9249789606590504,58
58:402626:3997:13647,B4-B8,cfd20_unweighted,-1.7085471926161944,58
58:402626:3997:13647,B6-B8,cfd20_unweighted,0.21643176804285602,58
58:402712:4076:13733,B4-B6,cfd20_unweighted,-5.522203661327239,58
58:402712:4076:13733,B4-B8,cfd20_unweighted,-4.91698330374345,58
58:402712:4076:13733,B6-B8,cfd20_unweighted,0.6052203575837893,58
58:403406:4719:14427,B4-B6,cfd20_unweighted,-5.820116885175338,58
58:403406:4719:14427,B4-B8,cfd20_unweighted,-3.7348469439057794,58
58:403406:4719:14427,B6-B8,cfd20_unweighted,2.0852699412695586,58
58:403541:4843:14562,B4-B6,cfd20_unweighted,-5.132630827484775,58
58:403541:4843:14562,B4-B8,cfd20_unweighted,-3.7340202753029246,58
58:403541:4843:14562,B6-B8,cfd20_unweighted,1.3986105521818502,58
58:404100:5367:15118,B4-B6,cfd20_unweighted,-3.446907535264316,58
58:404100:5367:15118,B4-B8,cfd20_unweighted,-3.7201011711916436,58
58:404100:5367:15118,B6-B8,cfd20_unweighted,-0.2731936359273277,58
58:404147:5411:15165,B4-B6,cfd20_unweighted,-5.948255537387553,58
58:404147:5411:15165,B4-B8,cfd20_unweighted,-5.597185020586892,58
58:404147:5411:15165,B6-B8,cfd20_unweighted,0.3510705168006609,58
58:404180:5444:15198,B4-B6,cfd20_unweighted,-2.9132538546123286,58
58:404180:5444:15198,B4-B8,cfd20_unweighted,-2.4829003853884934,58
58:404180:5444:15198,B6-B8,cfd20_unweighted,0.4303534692238351,58
58:404302:5557:15320,B4-B6,cfd20_unweighted,-4.722201604217908,58
58:404302:5557:15320,B4-B8,cfd20_unweighted,-2.857996824061594,58
58:404302:5557:15320,B6-B8,cfd20_unweighted,1.8642047801563137,58
58:404573:5824:15589,B4-B6,cfd20_unweighted,0.2905761691347095,58
58:404573:5824:15589,B4-B8,cfd20_unweighted,-0.08587310949639004,58
58:404573:5824:15589,B6-B8,cfd20_unweighted,-0.37644927863109956,58
58:405501:6684:16516,B4-B6,cfd20_unweighted,-5.376077007534178,58
58:405501:6684:16516,B4-B8,cfd20_unweighted,-3.903162841585086,58
58:405501:6684:16516,B6-B8,cfd20_unweighted,1.472914165949092,58
58:405830:6983:16845,B4-B6,cfd20_unweighted,-4.851205090199201,58
58:405830:6983:16845,B4-B8,cfd20_unweighted,-4.261463246464871,58
58:405830:6983:16845,B6-B8,cfd20_unweighted,0.5897418437343305,58
58:405995:7135:17010,B4-B6,cfd20_unweighted,-4.452449273619074,58
58:405995:7135:17010,B4-B8,cfd20_unweighted,-1.7526855215937012,58
58:405995:7135:17010,B6-B8,cfd20_unweighted,2.6997637520253726,58
58:406327:7441:17342,B4-B6,cfd20_unweighted,-1.3148047299034893,58
58:406327:7441:17342,B4-B8,cfd20_unweighted,0.028909388747770493,58
58:406327:7441:17342,B6-B8,cfd20_unweighted,1.3437141186512598,58
58:406604:7705:17619,B4-B6,cfd20_unweighted,-0.45983059705145024,58
58:406604:7705:17619,B4-B8,cfd20_unweighted,0.8150436871592177,58
58:406604:7705:17619,B6-B8,cfd20_unweighted,1.274874284210668,58
58:406641:7736:17656,B4-B6,cfd20_unweighted,-4.140772837170189,58
58:406641:7736:17656,B4-B8,cfd20_unweighted,-1.4346671669512077,58
58:406641:7736:17656,B6-B8,cfd20_unweighted,2.7061056702189816,58
58:406766:7856:17781,B4-B6,cfd20_unweighted,-4.777543638275503,58
58:406766:7856:17781,B4-B8,cfd20_unweighted,-4.894197891652652,58
58:406766:7856:17781,B6-B8,cfd20_unweighted,-0.11665425337714908,58
58:407215:8277:18230,B4-B6,cfd20_unweighted,-4.5031185097995206,58
58:407215:8277:18230,B4-B8,cfd20_unweighted,-1.859841007448665,58
58:407215:8277:18230,B6-B8,cfd20_unweighted,2.6432775023508555,58
58:407221:8283:18236,B4-B6,cfd20_unweighted,-4.884829662448524,58
58:407221:8283:18236,B4-B8,cfd20_unweighted,-6.348844743247341,58
58:407221:8283:18236,B6-B8,cfd20_unweighted,-1.4640150807988164,58
58:408610:9560:19622,B4-B6,cfd20_unweighted,-4.158430862860371,58
58:408610:9560:19622,B4-B8,cfd20_unweighted,-3.577933411672575,58
58:408610:9560:19622,B6-B8,cfd20_unweighted,0.5804974511877958,58
58:408871:9807:19882,B4-B6,cfd20_unweighted,-4.705455186304128,58
58:408871:9807:19882,B4-B8,cfd20_unweighted,-6.409666666666666,58
58:408871:9807:19882,B6-B8,cfd20_unweighted,-1.7042114803625381,58
58:408897:9829:19908,B4-B6,cfd20_unweighted,-6.088111850992476,58
58:408897:9829:19908,B4-B8,cfd20_unweighted,-4.96521385583938,58
58:408897:9829:19908,B6-B8,cfd20_unweighted,1.122897995153096,58
58:409157:10061:20168,B4-B6,cfd20_unweighted,-4.516993842909137,58
58:409157:10061:20168,B4-B8,cfd20_unweighted,-6.773679495221565,58
58:409157:10061:20168,B6-B8,cfd20_unweighted,-2.2566856523124272,58
58:409234:10135:20245,B4-B6,cfd20_unweighted,-4.278623368498899,58
58:409234:10135:20245,B4-B8,cfd20_unweighted,-2.331532405652723,58
58:409234:10135:20245,B6-B8,cfd20_unweighted,1.9470909628461754,58
58:410177:11017:21186,B4-B6,cfd20_unweighted,-1.297553860697633,58
58:410177:11017:21186,B4-B8,cfd20_unweighted,-1.71481483597287,58
58:410177:11017:21186,B6-B8,cfd20_unweighted,-0.4172609752752372,58
58:410621:11439:21629,B4-B6,cfd20_unweighted,-5.961682326897062,58
58:410621:11439:21629,B4-B8,cfd20_unweighted,-6.659799742184703,58
58:410621:11439:21629,B6-B8,cfd20_unweighted,-0.6981174152876406,58
58:412157:12844:23160,B4-B6,cfd20_unweighted,-3.389976204995264,58
58:412157:12844:23160,B4-B8,cfd20_unweighted,-4.323218312844418,58
58:412157:12844:23160,B6-B8,cfd20_unweighted,-0.9332421078491535,58
58:412546:13200:23548,B4-B6,cfd20_unweighted,-5.573957064793127,58
58:412546:13200:23548,B4-B8,cfd20_unweighted,-5.2371789719182615,58
58:412546:13200:23548,B6-B8,cfd20_unweighted,0.3367780928748658,58
58:413325:13961:24327,B4-B6,cfd20_unweighted,-4.627596524911205,58
58:413325:13961:24327,B4-B8,cfd20_unweighted,-5.5949103583362145,58
58:413325:13961:24327,B6-B8,cfd20_unweighted,-0.9673138334250098,58
58:413638:14256:24640,B4-B6,cfd20_unweighted,-2.6425415419262066,58
58:413638:14256:24640,B4-B8,cfd20_unweighted,-3.3601313040199585,58
58:413638:14256:24640,B6-B8,cfd20_unweighted,-0.7175897620937519,58
58:413843:14451:24845,B4-B6,cfd20_unweighted,-3.4449746538209176,58
58:413843:14451:24845,B4-B8,cfd20_unweighted,-1.6621530362850159,58
58:413843:14451:24845,B6-B8,cfd20_unweighted,1.7828216175359017,58
58:416328:373:27330,B4-B6,cfd20_unweighted,-6.8396214774729245,58
58:416328:373:27330,B4-B8,cfd20_unweighted,-3.9556169916910235,58
58:416328:373:27330,B6-B8,cfd20_unweighted,2.884004485781901,58
58:417165:1152:28167,B4-B6,cfd20_unweighted,-2.944735884724917,58
58:417165:1152:28167,B4-B8,cfd20_unweighted,-3.3911321526301315,58
58:417165:1152:28167,B6-B8,cfd20_unweighted,-0.44639626790521447,58
58:417278:1288:28280,B4-B6,cfd20_unweighted,-3.729968253968245,58
58:417278:1288:28280,B4-B8,cfd20_unweighted,-3.8224154589371935,58
58:417278:1288:28280,B6-B8,cfd20_unweighted,-0.09244720496894843,58
58:417735:1712:28737,B4-B6,cfd20_unweighted,-3.468764420297674,58
58:417735:1712:28737,B4-B8,cfd20_unweighted,-4.428127933493471,58
58:417735:1712:28737,B6-B8,cfd20_unweighted,-0.9593635131957967,58
58:417804:1777:28806,B4-B6,cfd20_unweighted,-5.872348103441681,58
58:417804:1777:28806,B4-B8,cfd20_unweighted,-2.975788888384045,58
58:417804:1777:28806,B6-B8,cfd20_unweighted,2.8965592150576356,58
58:418054:2008:29056,B4-B6,cfd20_unweighted,-5.36413279074749,58
58:418054:2008:29056,B4-B8,cfd20_unweighted,-5.442585857612585,58
58:418054:2008:29056,B6-B8,cfd20_unweighted,-0.07845306686509446,58
58:418720:2626:29722,B4-B6,cfd20_unweighted,-3.8954102564102584,58
58:418720:2626:29722,B4-B8,cfd20_unweighted,-5.061427223334299,58
58:418720:2626:29722,B6-B8,cfd20_unweighted,-1.1660169669240403,58
58:420237:4046:31237,B4-B6,cfd20_unweighted,-1.3685739060781543,58
58:420237:4046:31237,B4-B8,cfd20_unweighted,-1.7660760423604884,58
58:420237:4046:31237,B6-B8,cfd20_unweighted,-0.3975021362823341,58
58:420245:4054:31245,B4-B6,cfd20_unweighted,-6.344537724994822,58
58:420245:4054:31245,B4-B8,cfd20_unweighted,-5.537589715214082,58
58:420245:4054:31245,B6-B8,cfd20_unweighted,0.80694800978074,58
58:420334:4140:31334,B4-B6,cfd20_unweighted,-3.4578727274789287,58
58:420334:4140:31334,B4-B8,cfd20_unweighted,-2.39130351424501,58
58:420334:4140:31334,B6-B8,cfd20_unweighted,1.0665692132339188,58
58:421027:4781:32023,B4-B6,cfd20_unweighted,-1.30108906746106,58
58:421027:4781:32023,B4-B8,cfd20_unweighted,0.762088582336645,58
58:421027:4781:32023,B6-B8,cfd20_unweighted,2.063177649797705,58
58:421487:5218:32482,B4-B6,cfd20_unweighted,-5.768709390360399,58
58:421487:5218:32482,B4-B8,cfd20_unweighted,-6.5804470924098695,58
58:421487:5218:32482,B6-B8,cfd20_unweighted,-0.81173770204947,58
58:421531:5255:32526,B4-B6,cfd20_unweighted,-6.356428520253154,58
58:421531:5255:32526,B4-B8,cfd20_unweighted,-3.7039746032606544,58
58:421531:5255:32526,B6-B8,cfd20_unweighted,2.652453916992499,58
58:421877:5573:32871,B4-B6,cfd20_unweighted,-6.53932490443988,58
58:421877:5573:32871,B4-B8,cfd20_unweighted,-5.419431881393834,58
58:421877:5573:32871,B6-B8,cfd20_unweighted,1.1198930230460462,58
58:422340:6010:33333,B4-B6,cfd20_unweighted,-5.5778428196435215,58
58:422340:6010:33333,B4-B8,cfd20_unweighted,-7.1909949542493194,58
58:422340:6010:33333,B6-B8,cfd20_unweighted,-1.613152134605798,58
58:391631:10103:2692,B4-B6,template_phase_unweighted,-3.546345877190106,58
58:391631:10103:2692,B4-B8,template_phase_unweighted,-4.307085546556088,58
58:391631:10103:2692,B6-B8,template_phase_unweighted,-0.7607396693659823,58
58:391841:10300:2900,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:391841:10300:2900,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:391841:10300:2900,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:392066:10514:3123,B4-B6,template_phase_unweighted,-2.546345877190099,58
58:392066:10514:3123,B4-B8,template_phase_unweighted,-0.3070855465560811,58
58:392066:10514:3123,B6-B8,template_phase_unweighted,2.2392603306340177,58
58:392204:10642:3261,B4-B6,template_phase_unweighted,-3.546345877190099,58
58:392204:10642:3261,B4-B8,template_phase_unweighted,-4.807085546556088,58
58:392204:10642:3261,B6-B8,template_phase_unweighted,-1.2607396693659894,58
58:392294:10722:3348,B4-B6,template_phase_unweighted,-2.0463458771900847,58
58:392294:10722:3348,B4-B8,template_phase_unweighted,-2.807085546556074,58
58:392294:10722:3348,B6-B8,template_phase_unweighted,-0.7607396693659894,58
58:392636:11042:3687,B4-B6,template_phase_unweighted,-6.546345877190099,58
58:392636:11042:3687,B4-B8,template_phase_unweighted,-5.307085546556088,58
58:392636:11042:3687,B6-B8,template_phase_unweighted,1.2392603306340106,58
58:393248:11615:4294,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:393248:11615:4294,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:393248:11615:4294,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:394656:12923:5698,B4-B6,template_phase_unweighted,-4.046345877190106,58
58:394656:12923:5698,B4-B8,template_phase_unweighted,-5.807085546556088,58
58:394656:12923:5698,B6-B8,template_phase_unweighted,-1.7607396693659823,58
58:394684:12945:5726,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:394684:12945:5726,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:394684:12945:5726,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:394786:13037:5828,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:394786:13037:5828,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:394786:13037:5828,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:394965:13201:6007,B4-B6,template_phase_unweighted,-5.546345877190106,58
58:394965:13201:6007,B4-B8,template_phase_unweighted,-3.3070855465560953,58
58:394965:13201:6007,B6-B8,template_phase_unweighted,2.2392603306340106,58
58:395467:13673:6509,B4-B6,template_phase_unweighted,-3.546345877190099,58
58:395467:13673:6509,B4-B8,template_phase_unweighted,-1.8070855465560882,58
58:395467:13673:6509,B6-B8,template_phase_unweighted,1.7392603306340106,58
58:396978:15063:8018,B4-B6,template_phase_unweighted,-5.046345877190106,58
58:396978:15063:8018,B4-B8,template_phase_unweighted,-4.807085546556088,58
58:396978:15063:8018,B6-B8,template_phase_unweighted,0.23926033063401775,58
58:398418:42:9453,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:398418:42:9453,B4-B8,template_phase_unweighted,-4.807085546556088,58
58:398418:42:9453,B6-B8,template_phase_unweighted,-0.26073966936598936,58
58:398580:196:9615,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:398580:196:9615,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:398580:196:9615,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:399270:859:10304,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:399270:859:10304,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:399270:859:10304,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:399602:1163:10635,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:399602:1163:10635,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:399602:1163:10635,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:399989:1517:11021,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:399989:1517:11021,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:399989:1517:11021,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:400792:2281:11821,B4-B6,template_phase_unweighted,-26.54634587719012,58
58:400792:2281:11821,B4-B8,template_phase_unweighted,-29.307085546556117,58
58:400792:2281:11821,B6-B8,template_phase_unweighted,-2.7607396693659965,58
58:401022:2495:12051,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:401022:2495:12051,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:401022:2495:12051,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:401083:2548:12110,B4-B6,template_phase_unweighted,-7.546345877190113,58
58:401083:2548:12110,B4-B8,template_phase_unweighted,-7.807085546556088,58
58:401083:2548:12110,B6-B8,template_phase_unweighted,-0.26073966936597515,58
58:401283:2737:12310,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:401283:2737:12310,B4-B8,template_phase_unweighted,-4.807085546556088,58
58:401283:2737:12310,B6-B8,template_phase_unweighted,-0.26073966936598936,58
58:401498:2943:12525,B4-B6,template_phase_unweighted,-3.546345877190106,58
58:401498:2943:12525,B4-B8,template_phase_unweighted,-2.307085546556088,58
58:401498:2943:12525,B6-B8,template_phase_unweighted,1.2392603306340177,58
58:401532:2974:12559,B4-B6,template_phase_unweighted,-5.546345877190092,58
58:401532:2974:12559,B4-B8,template_phase_unweighted,-3.307085546556081,58
58:401532:2974:12559,B6-B8,template_phase_unweighted,2.2392603306340106,58
58:401733:3159:12760,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:401733:3159:12760,B4-B8,template_phase_unweighted,-3.307085546556088,58
58:401733:3159:12760,B6-B8,template_phase_unweighted,1.2392603306340106,58
58:402308:3701:13332,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:402308:3701:13332,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:402308:3701:13332,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:402542:3915:13565,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:402542:3915:13565,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:402542:3915:13565,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:402594:3966:13616,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:402594:3966:13616,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:402594:3966:13616,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:402626:3997:13647,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:402626:3997:13647,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:402626:3997:13647,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:402712:4076:13733,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:402712:4076:13733,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:402712:4076:13733,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:403406:4719:14427,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:403406:4719:14427,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:403406:4719:14427,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:403541:4843:14562,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:403541:4843:14562,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:403541:4843:14562,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:404100:5367:15118,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:404100:5367:15118,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:404100:5367:15118,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:404147:5411:15165,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:404147:5411:15165,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:404147:5411:15165,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:404180:5444:15198,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:404180:5444:15198,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:404180:5444:15198,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:404302:5557:15320,B4-B6,template_phase_unweighted,-5.546345877190099,58
58:404302:5557:15320,B4-B8,template_phase_unweighted,-4.307085546556088,58
58:404302:5557:15320,B6-B8,template_phase_unweighted,1.2392603306340106,58
58:404573:5824:15589,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:404573:5824:15589,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:404573:5824:15589,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:405501:6684:16516,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:405501:6684:16516,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:405501:6684:16516,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:405830:6983:16845,B4-B6,template_phase_unweighted,-4.546345877190106,58
58:405830:6983:16845,B4-B8,template_phase_unweighted,-4.307085546556095,58
58:405830:6983:16845,B6-B8,template_phase_unweighted,0.23926033063401064,58
58:405995:7135:17010,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:405995:7135:17010,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:405995:7135:17010,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:406327:7441:17342,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:406327:7441:17342,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:406327:7441:17342,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:406604:7705:17619,B4-B6,template_phase_unweighted,1.4536541228099011,58
58:406604:7705:17619,B4-B8,template_phase_unweighted,2.192914453443919,58
58:406604:7705:17619,B6-B8,template_phase_unweighted,0.7392603306340177,58
58:406641:7736:17656,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:406641:7736:17656,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:406641:7736:17656,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:406766:7856:17781,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:406766:7856:17781,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:406766:7856:17781,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:407215:8277:18230,B4-B6,template_phase_unweighted,-5.046345877190099,58
58:407215:8277:18230,B4-B8,template_phase_unweighted,-2.307085546556088,58
58:407215:8277:18230,B6-B8,template_phase_unweighted,2.7392603306340106,58
58:407221:8283:18236,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:407221:8283:18236,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:407221:8283:18236,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:408610:9560:19622,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:408610:9560:19622,B4-B8,template_phase_unweighted,-3.807085546556088,58
58:408610:9560:19622,B6-B8,template_phase_unweighted,0.7392603306340106,58
58:408871:9807:19882,B4-B6,template_phase_unweighted,-2.546345877190099,58
58:408871:9807:19882,B4-B8,template_phase_unweighted,-5.307085546556088,58
58:408871:9807:19882,B6-B8,template_phase_unweighted,-2.7607396693659894,58
58:408897:9829:19908,B4-B6,template_phase_unweighted,-4.546345877190099,58
58:408897:9829:19908,B4-B8,template_phase_unweighted,-3.807085546556088,58
