method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,detection_auc_ci_low,detection_auc_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,leading_edge_time_bias_ns,leading_edge_time_sigma68_ns,secondary_pulse_delay_bias_ns,secondary_pulse_delay_sigma68_ns,shape_residual_proxy_median,saturation_interaction_energy_sigma68,pedestal_shift_false_split_rate,energy_proxy_distortion_sigma68,pid_confusion_stave_bias_span,false_merge_rate,tight_sep_le_15ns_false_merge_rate,mid_sep_15_35ns_false_merge_rate,loose_sep_gt_35ns_false_merge_rate,saturated_sample_energy_recovery_sigma68,late_pileup_delay_bias_ns,late_pileup_delay_sigma68_ns,failure_tail_rate,tail_residual_sigma68,pedestal_dependence,leading_edge_time_bias_ns_ci_low,leading_edge_time_bias_ns_ci_high,leading_edge_time_sigma68_ns_ci_low,leading_edge_time_sigma68_ns_ci_high,secondary_pulse_delay_bias_ns_ci_low,secondary_pulse_delay_bias_ns_ci_high,secondary_pulse_delay_sigma68_ns_ci_low,secondary_pulse_delay_sigma68_ns_ci_high,shape_residual_proxy_median_ci_low,shape_residual_proxy_median_ci_high,saturation_interaction_energy_sigma68_ci_low,saturation_interaction_energy_sigma68_ci_high,pedestal_shift_false_split_rate_ci_low,pedestal_shift_false_split_rate_ci_high,energy_proxy_distortion_sigma68_ci_low,energy_proxy_distortion_sigma68_ci_high,pid_confusion_stave_bias_span_ci_low,pid_confusion_stave_bias_span_ci_high,false_merge_rate_ci_low,false_merge_rate_ci_high,tight_sep_le_15ns_false_merge_rate_ci_low,tight_sep_le_15ns_false_merge_rate_ci_high,mid_sep_15_35ns_false_merge_rate_ci_low,mid_sep_15_35ns_false_merge_rate_ci_high,loose_sep_gt_35ns_false_merge_rate_ci_low,loose_sep_gt_35ns_false_merge_rate_ci_high,saturated_sample_energy_recovery_sigma68_ci_low,saturated_sample_energy_recovery_sigma68_ci_high,late_pileup_delay_bias_ns_ci_low,late_pileup_delay_bias_ns_ci_high,late_pileup_delay_sigma68_ns_ci_low,late_pileup_delay_sigma68_ns_ci_high,failure_tail_rate_ci_low,failure_tail_rate_ci_high,tail_residual_sigma68_ci_low,tail_residual_sigma68_ci_high,pedestal_dependence_ci_low,pedestal_dependence_ci_high,winner_score
gradient_boosted_trees,0.859504302874961,0.8413219029108241,-0.1446664463075198,6.65395984867039,0.0787037037037037,0.2653061224489796,0.2193877551020408,-0.0061652210248466345,0.06343667995877658,1176,588,0.8338575316649385,0.8791934811582299,0.8125219815817484,0.8620914607339535,-0.3525202473723972,0.13784621439394407,5.90381744902245,7.466715080399037,0.06019345238095238,0.10323776127612762,0.23469387755102042,0.30952380952380953,0.16747448979591836,0.2755952380952381,-0.016234936045613563,0.0024859245482111293,0.055070964543081885,0.07104551508329089,0.42775067396814137,4.546567784504935,-1.3996367206344473,10.146211771764857,0.5085270097667265,0.04303253586275821,0.2193877551020408,0.06343667995877658,0.02733806754775471,0.2653061224489796,0.36363636363636365,0.3103448275862069,0.11538461538461539,0.04303253586275821,-6.9154395315058395,8.973723692114234,0.2653061224489796,0.06343667995877658,0.2193877551020408,0.17733165188847266,0.7171682016969174,3.964369071484996,5.5332575128944965,-2.7031240522078317,-0.115676218839111,9.201491678604564,11.02250746742429,0.45839598550433774,0.5611425910330506,0.02787973222323673,0.06225496722196671,0.17346938775510204,0.27568027210884355,0.05461780284171283,0.0738028768538761,0.012710504574747095,0.0569626722013202,0.22189625850340136,0.30612244897959184,0.30171729020043625,0.4165126459143969,0.26482456140350874,0.33785951327433633,0.06631363554596151,0.15128033583918943,0.02787973222323673,0.06225496722196671,-9.706232656564021,-5.059380706567851,8.39945053567856,9.811064109345233,0.22189625850340136,0.30612244897959184,0.05461780284171283,0.0738028768538761,0.17346938775510204,0.27568027210884355,1.1931936195779462
template_residual_boosted_stack_new,0.8572358823725814,0.841862765514369,-0.07593871720264378,6.5650164411082965,0.08353221957040573,0.28741496598639454,0.20578231292517007,-0.004550557964946717,0.06004960302011417,1176,588,0.8318747544915587,0.8825193988700295,0.8144225207089638,0.8656780739506686,-0.5070394183618202,0.35052343958434484,5.525134176074572,7.344881898869546,0.07018434699239359,0.09962812953209679,0.24651360544217688,0.3282312925170068,0.16156462585034015,0.2559948979591837,-0.013045502216979908,0.005191951589190988,0.05542373167685994,0.06493057798687066,0.3581805524022208,4.6283327935695775,-2.1568082124379284,10.43422066640726,0.5183995422246487,0.051485059770091005,0.20578231292517007,0.06004960302011417,0.03452016971350171,0.28741496598639454,0.3977272727272727,0.3275862068965517,0.125,0.051485059770091005,-7.5606439507865275,9.777327102229933,0.28741496598639454,0.06004960302011417,0.20578231292517007,0.12524988036211937,0.6188467053688651,3.9641748761886277,5.16429798421253,-3.526418977301934,-0.7077579717568483,8.939053355247632,11.228197463401134,0.47341856622770656,0.5573097403388695,0.024575379147117594,0.05795352433701184,0.1529761904761905,0.2576955782312925,0.054772798780598306,0.06517438693219144,0.02807267269022013,0.049181026144997954,0.25,0.3282312925170068,0.33941605839416056,0.4348742354431062,0.2557792207792208,0.39357815928746614,0.08297239409804856,0.17492919852732938,0.024575379147117594,0.05795352433701184,-10.075575308912178,-5.496965566280937,8.738575533443898,10.325088172079058,0.25,0.3282312925170068,0.054772798780598306,0.06517438693219144,0.1529761904761905,0.2576955782312925,1.2688099044661603
ridge,0.8290505786985023,0.824936947568143,0.24969152373712777,8.984450012709498,0.125,0.2653061224489796,0.24149659863945577,0.007341081587414081,0.07314980049921532,1176,588,0.8090635545013566,0.8505932873722949,0.8020299701513259,0.8452332506131705,-0.4469889518006399,0.9304002035914871,8.16652214554466,9.657185641971084,0.10043577981651376,0.14660523300229183,0.21760204081632653,0.31802721088435376,0.19808673469387755,0.2976190476190476,-0.0022949369356844076,0.019077013869972254,0.063741503382369,0.08017080370210326,0.6431771566614763,6.795094646711632,-0.4836302709067475,13.50003729118099,0.6318284383785464,0.0470910377953626,0.24149659863945577,0.07314980049921532,0.07080267014449154,0.2653061224489796,0.32575757575757575,0.3103448275862069,0.16346153846153846,0.0470910377953626,-9.873444605487595,9.954077149659282,0.2653061224489796,0.07314980049921532,0.24149659863945577,-0.2042787224619098,1.3015843709961494,6.3949787153876665,7.087738924961854,-3.1686296057737358,2.6732712371606806,12.28001147435582,14.35660500014063,0.5576939541483213,0.6836764362014208,0.026675229007913262,0.05822656469825864,0.19468537414965986,0.2917091836734694,0.06310958287006138,0.08196234685805917,0.05341369130986666,0.09069566011207285,0.20999149659863947,0.30871598639455783,0.266150061500615,0.38188840092999227,0.2102534965034965,0.38562580645161293,0.0949785816277963,0.2317084078711986,0.026675229007913262,0.05822656469825864,-10.783399727114858,-8.292766005721862,7.950413127871771,10.798495430525628,0.20999149659863947,0.30871598639455783,0.06310958287006138,0.08196234685805917,0.19468537414965986,0.2917091836734694,1.4322232578197458
1d_cnn,0.803010946690185,0.7966992919616825,0.22588255859965045,8.804562237253556,0.1223529411764706,0.27721088435374147,0.2602040816326531,-0.020051127950406648,0.09006326141873794,1176,588,0.7804641658123525,0.8319139566732173,0.7748194473367579,0.8244787328196584,-0.15560203428054964,0.5243654375414756,8.215951083285214,9.595111292678748,0.0967087937764583,0.14218362282878413,0.25170068027210885,0.3155187074829932,0.21598639455782312,0.29511054421768707,-0.04064755148768849,-0.009180789929257626,0.0734859476059831,0.0983706529417728,0.9891318228409052,5.888516623261591,-3.083028793334961,13.915441036224362,0.6921388859157875,0.07747495872491403,0.2602040816326531,0.09006326141873794,0.06986468952449087,0.27721088435374147,0.4128787878787879,0.25,0.1201923076923077,0.07747495872491403,-11.378741264343262,9.757959842681885,0.27721088435374147,0.09006326141873794,0.2602040816326531,0.5668122902731352,1.9979452091696792,4.941844658228676,6.595080648442778,-5.950742721557617,-0.2697277069091797,13.06034141778946,14.6799898147583,0.6465525571750664,0.774233026449416,0.038546341443142965,0.08799541169042059,0.2227891156462585,0.29859693877551025,0.0752477193592286,0.09957489672772565,0.04389180953682189,0.1263311105879637,0.25170068027210885,0.3078231292517007,0.37105601027122453,0.4580424687605539,0.2015050388967468,0.2929522208210733,0.09803921568627451,0.1552738927738928,0.038546341443142965,0.08799541169042059,-12.542002320289612,-10.05853545665741,8.517088115215302,11.3985378074646,0.25170068027210885,0.3078231292517007,0.0752477193592286,0.09957489672772565,0.2227891156462585,0.29859693877551025,1.5191189669171317
two_pulse_template_likelihood_traditional,0.6535728766629105,0.6061363320838541,0.9432935979233203,8.475815745662059,0.1688888888888889,0.6173469387755102,0.17346938775510204,-0.006352644676904244,0.07476689892996013,1176,588,0.6247119938268131,0.6808422811033076,0.5691678669767226,0.6377058242514693,0.157138433031081,1.4270558091136465,7.6219725577105155,9.122474449066507,0.14027055841647892,0.19841245332809299,0.5654336734693878,0.6717687074829932,0.14026360544217686,0.2126700680272109,-0.021586935070654734,0.0055431306811922,0.06667586456427708,0.08339576189711234,1.2672965061104424,5.711630653145326,0.0,19.999999999999993,0.6752536484964349,0.034994585528538985,0.17346938775510204,0.07476689892996013,0.06562190599422757,0.6173469387755102,0.7386363636363636,0.6637931034482759,0.4375,0.034994585528538985,-10.0,10.000000000000002,0.6173469387755102,0.07476689892996013,0.17346938775510204,0.4151415034897062,1.6859218706637602,5.324046503711094,6.169945559592112,-2.5,0.0,12.500000000000002,22.452499999999993,0.6211495721278272,0.731083248735058,0.009562255142449657,0.052634630267827796,0.14285714285714285,0.2100765306122449,0.06618005177853621,0.08600816856614188,0.0600670325066124,0.12776972776427442,0.5612244897959183,0.6802721088435374,0.7009763048803467,0.7751474719101124,0.5298958333333333,0.7917824395665463,0.3784840395951507,0.5323576008119415,0.009562255142449657,0.052634630267827796,-10.0,-9.999999999999993,10.0,10.000000000000007,0.5612244897959183,0.6802721088435374,0.06618005177853621,0.08600816856614188,0.14285714285714285,0.2100765306122449,1.5856727287743166
mlp,0.8506400957362028,0.8362777083622566,-0.005091619641026668,9.27518577095415,0.15476190476190477,0.2857142857142857,0.20238095238095238,-0.0050189055728381855,0.11040280760391272,1176,588,0.8368047678583583,0.866363271575024,0.8201564596927207,0.8533764866490815,-0.526761940895879,0.45107124230968854,8.725344399183397,9.711728805514236,0.14225230414746542,0.165890696489364,0.24570578231292517,0.3274234693877551,0.17006802721088435,0.24749149659863945,-0.01930742175454041,0.007186977403791002,0.09374817363783838,0.11800837862596002,0.6887042819597866,6.472599816060522,-1.3390658087056373,12.459296095141546,0.742723861561479,0.08188717876977686,0.20238095238095238,0.11040280760391272,0.03314987408940154,0.2857142857142857,0.3446969696969697,0.3620689655172414,0.16826923076923078,0.08188717876977686,-7.586336090939696,12.452167181345587,0.2857142857142857,0.11040280760391272,0.20238095238095238,-0.3995696375744172,1.555150900563768,5.925737598456953,6.867358047260283,-2.9398523396571026,0.7069239112116144,11.682657533589625,13.777708682728127,0.655552851726026,0.8052191936244775,0.051366135183134,0.15469822482901577,0.17006802721088435,0.25,0.08955569938646663,0.11706576343926105,0.0148435994996732,0.06642424703440646,0.24489795918367346,0.3282312925170068,0.2916262636682484,0.4061621851648827,0.3137614678899083,0.4001324152542373,0.11356021592107712,0.22450324108701072,0.051366135183134,0.15469822482901577,-9.638261746535091,-5.96298143442936,10.68136670881309,14.16034966784277,0.24489795918367346,0.3282312925170068,0.08955569938646663,0.11706576343926105,0.17006802721088435,0.25,1.6133491221675047
residual_tail_veto_traditional,0.656150498150895,0.6191777731500764,1.1351671891884152,9.369903480301076,0.1836734693877551,0.5833333333333334,0.2465986394557823,-0.0027843139341976017,0.07690269702385494,1176,588,0.6223831592747577,0.6942875038231313,0.5933958362256467,0.6527538438844926,0.2980797627824572,1.474598269637981,8.756054126205413,9.797056993238469,0.15694081272084806,0.20909075332406446,0.5042091836734693,0.653954081632653,0.2108843537414966,0.284906462585034,-0.01867460578253983,0.006417733082894651,0.06771754220040359,0.08771666882242042,1.1224690172320706,6.275041364727921,0.0,18.699999999999974,0.7177203477195576,0.034994585528538985,0.2465986394557823,0.07690269702385494,0.07911662786396796,0.5833333333333334,0.7045454545454546,0.603448275862069,0.4182692307692308,0.034994585528538985,-10.0,10.000000000000004,0.5833333333333334,0.07690269702385494,0.2465986394557823,-0.18556036160189013,1.6846525959391645,5.612152395363754,6.651797954289624,-7.105427357601002e-15,0.0,15.0,22.5,0.6313199805594585,0.7571275395513504,0.010519172094166345,0.05173615218427602,0.21258503401360543,0.28248299319727893,0.06893564287291647,0.0841764678840885,0.0627093125902286,0.11654254525647663,0.5109268707482993,0.6505527210884354,0.662852756728508,0.7587542418895074,0.4622150997150997,0.7352272727272728,0.35240088105726874,0.5102493235407808,0.010519172094166345,0.05173615218427602,-10.0,-7.105427357601002e-15,10.0,14.999999999999996,0.5109268707482993,0.6505527210884354,0.06893564287291647,0.0841764678840885,0.21258503401360543,0.28248299319727893,1.6556345290198085
causal_window_transformer_new,0.8198616031228542,0.8010927159979638,-7.345953707600366,13.835170384397273,0.3201058201058201,0.35714285714285715,0.1921768707482993,-0.008191764303792481,0.09357752049542087,1176,588,0.7968500168736953,0.8469928536219342,0.7775121911009302,0.8264814429173031,-9.106638948877459,-6.013602329779122,12.897373649171818,14.289843132228643,0.28607594936708863,0.3540302811824081,0.32223639455782316,0.396343537414966,0.15816326530612246,0.23397108843537417,-0.02287650856765161,0.011263661995819133,0.08067090734583499,0.09949735541825136,-1.8595769678542329,12.618608541033957,-7.503676414489746,17.140435600280764,0.9968476376732736,0.06645421532015425,0.1921768707482993,0.09357752049542087,0.05636181900372554,0.35714285714285715,0.5075757575757576,0.35344827586206895,0.16826923076923078,0.06645421532015425,-14.873456954956055,14.030052661895752,0.35714285714285715,0.09357752049542087,0.1921768707482993,-4.090664678107707,-0.4756568064407807,11.74089006075695,14.261659925452797,-9.269174814224243,-6.055908203125,14.672230312824249,19.613348171710967,0.9313289002154208,1.1121727158584114,0.03130063203478118,0.08898239123819404,0.15816326530612246,0.2372874149659864,0.08186598851129898,0.10213518721190792,0.03828754336889194,0.08877467288851537,0.323937074829932,0.3988520408163265,0.4475274648183744,0.5578191668538064,0.30177194121945283,0.40167612442202605,0.12523420338545033,0.21453323375653474,0.03130063203478118,0.08898239123819404,-19.12090814113617,-13.13133716583252,12.560369849205017,16.6169149017334,0.323937074829932,0.3988520408163265,0.08186598851129898,0.10213518721190792,0.15816326530612246,0.2372874149659864,1.9439321977067543
tiny_sequence_transformer,0.8187222651298852,0.7978475403766949,-5.104636930129298,13.603122113576514,0.2869897959183674,0.3333333333333333,0.23639455782312926,-0.09238030014698545,0.10591954599781947,1176,588,0.8018135794628081,0.8382123342568935,0.7794154779258642,0.8215198962237956,-5.756986577438289,-3.9196796144699477,12.839459008632781,14.347909170003616,0.26539829044140917,0.3083277665381532,0.2984268707482993,0.3726190476190476,0.18877551020408162,0.2789115646258503,-0.11434805708269238,-0.07875359321528581,0.09987226673054822,0.11640242705356187,-3.9024112362184082,11.373217191872518,-4.112441539764404,22.435058975219725,1.1270984859844315,0.06857849457786935,0.23639455782312926,0.10591954599781947,0.08212017550621235,0.3333333333333333,0.4772727272727273,0.33620689655172414,0.14903846153846154,0.06857849457786935,-15.442414283752441,24.29812250137329,0.3333333333333333,0.10591954599781947,0.23639455782312926,-4.921414190462713,-1.7642273741565155,10.406799509401015,13.56652063648323,-7.286291122436523,-2.7207374572753906,20.705540640354155,24.21808913230896,1.0328450430530252,1.1826977603807696,0.04346419637714319,0.13906206480474217,0.19808673469387755,0.284906462585034,0.0985496055226674,0.11436762215760067,0.043065400790647905,0.11981159044786487,0.29931972789115646,0.3673469387755102,0.4457135702464942,0.5076593789653312,0.27765765765765765,0.4016086872337679,0.08994371482176361,0.2132497837162357,0.04346419637714319,0.13906206480474217,-17.63052463531494,-13.699703216552734,22.508344411849976,27.21204536676407,0.29931972789115646,0.3673469387755102,0.0985496055226674,0.11436762215760067,0.19808673469387755,0.284906462585034,2.4140695536180155
wiener_tail_deconvolution_traditional,0.6067722106779809,0.6279906520431302,1.0663405951902982,16.267016109063032,0.3473895582329317,0.576530612244898,0.4574829931972789,0.3035517028131585,0.16889615697058605,1176,588,0.5775826067562617,0.640333138935466,0.5868104001804804,0.658823363529085,0.31316834956375017,1.8468809962991661,15.086197047718121,17.846850533666085,0.3191881918819188,0.38370969726802856,0.5153061224489796,0.6557397959183674,0.410671768707483,0.5059948979591836,0.2796774244196423,0.3362137417727356,0.1474654516466065,0.18289946447485456,1.1224690172320706,6.4626101109526495,-1.3045407062252146,26.989745580848854,1.8718330934936356,0.14274794133685795,0.4574829931972789,0.16889615697058605,0.2715933244510519,0.576530612244898,0.6931818181818182,0.603448275862069,0.41346153846153844,0.14274794133685795,-17.46974120483244,14.824601503098503,0.576530612244898,0.16889615697058605,0.4574829931972789,-0.10148704414876929,1.6846525959391645,5.663023087501664,6.772076438948962,-4.81273620415876,2.686901643425951,25.911509495018265,28.679642686241667,1.8014851219012087,2.0010324934070627,0.04405883683595818,0.16286572101805485,0.41156462585034015,0.5111819727891157,0.14242637284133905,0.18313940926660213,0.16443756026079476,0.3507953527143209,0.5135204081632653,0.6666666666666666,0.6493984551924943,0.7433997065903232,0.452709262660719,0.8250142911585366,0.35149532710280373,0.5126098901098902,0.04405883683595818,0.16286572101805485,-19.831389695852852,-15.952064170811866,10.763610494827596,17.610041187656503,0.5135204081632653,0.6666666666666666,0.14242637284133905,0.18313940926660213,0.41156462585034015,0.5111819727891157,2.7427948458153804
