consumer,policy,n_total,n_accepted,veto_fraction,sigma68_ns,full_rms_ns,bad_tail_frac_abs_gt10ns,median_bias_ns,mean_bias_ns,consumer_utility_loss,method,method_label,dropout_case,dropout_phase
timing,recover_all,2776,2776,0.0,1.1379042449808163,6.330150314435703,0.02881844380403458,-0.12321708792028424,-0.10476896791649866,1.495054801701807,one_dimensional_cnn,1d_cnn,peak_single,peak
timing,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,cfd_crossing_single,leading_edge
timing,phase_recover_veto,2776,2776,0.0,0.8356959272068921,6.051471255745717,0.024855907780979826,-0.10538023618964934,-0.11026888567802057,1.155572614569645,one_dimensional_cnn,1d_cnn,early_tail_pair,tail
timing,phase_recover_veto,2776,2776,0.0,0.782292024865603,5.994790049073874,0.025576368876080693,0.06934846139782455,0.04644165929344408,1.106798776855726,one_dimensional_cnn,1d_cnn,late_tail_pair,tail
timing,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,leading_edge_pair,leading_edge
timing,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,peak_contiguous,peak
timing,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,peak_single,peak
timing,recover_all,2776,2776,0.0,0.9378585416667119,4.303981065458709,0.01729106628242075,-0.3132484863942242,-0.14052501534778156,1.1622666932352521,phase_gated_cnn,phase_gated_cnn_new_architecture,cfd_crossing_single,leading_edge
timing,recover_all,2776,2776,0.0,0.7502004922017936,5.779162060163933,0.02197406340057637,0.11238025572116506,0.08499735812639736,1.0415762406096833,phase_gated_cnn,phase_gated_cnn_new_architecture,early_tail_pair,tail
timing,recover_all,2776,2776,0.0,0.7372163309083014,5.843756206485579,0.022694524495677233,-0.0185114265176156,-0.06320102570436949,1.035647651003431,phase_gated_cnn,phase_gated_cnn_new_architecture,late_tail_pair,tail
timing,recover_all,2776,2776,0.0,1.8257301678368043,4.764957868557496,0.0234149855907781,-0.2594074754376274,-0.32168379079001047,2.108349209934179,phase_gated_cnn,phase_gated_cnn_new_architecture,leading_edge_pair,leading_edge
timing,recover_all,2776,2776,0.0,1.0707036267100367,5.704827265021929,0.0223342939481268,-0.01699987920998675,-0.054684989409614554,1.3634745235954897,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_contiguous,peak
timing,recover_all,2776,2776,0.0,0.9783325204840427,5.907505731600013,0.025576368876080693,-0.12349544842461975,-0.11501807679911416,1.3010935861246886,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_single,peak
timing,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,cfd_crossing_single,leading_edge
timing,phase_recover_veto,2776,2776,0.0,0.7502004922017936,5.779162060163933,0.02197406340057637,0.11238025572116506,0.08499735812639736,1.0415762406096833,phase_gated_cnn,phase_gated_cnn_new_architecture,early_tail_pair,tail
timing,phase_recover_veto,2776,2776,0.0,0.7372163309083014,5.843756206485579,0.022694524495677233,-0.0185114265176156,-0.06320102570436949,1.035647651003431,phase_gated_cnn,phase_gated_cnn_new_architecture,late_tail_pair,tail
timing,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,leading_edge_pair,leading_edge
timing,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_contiguous,peak
timing,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_single,peak
charge,recover_all,2776,2776,0.0,0.07574472021875338,0.9827672074666505,0.0,0.0,-0.12375681119807522,0.1248830805920859,traditional_phase_selected_template_interp,traditional,cfd_crossing_single,leading_edge
charge,recover_all,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.5914039581066503,traditional_phase_selected_template_interp,traditional,early_tail_pair,tail
charge,recover_all,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.5914039581066503,traditional_phase_selected_template_interp,traditional,late_tail_pair,tail
charge,recover_all,2776,2776,0.0,0.8049218482852983,3.4938906258035405,0.02377521613832853,0.0,-1.4958163831316678,1.4551207023420458,traditional_phase_selected_template_interp,traditional,leading_edge_pair,leading_edge
charge,recover_all,2776,2776,0.0,0.33906339397896673,9.222528635098103,0.00792507204610951,-0.2171733891284355,-1.1279183466353877,0.9586912666560621,traditional_phase_selected_template_interp,traditional,peak_contiguous,peak
charge,recover_all,2776,2776,0.0,0.1964240006795315,9.48333423903863,0.00792507204610951,-0.20100065971843326,-1.1220704191058402,0.8290921535536532,traditional_phase_selected_template_interp,traditional,peak_single,peak
charge,phase_recover_veto,2776,2776,0.0,0.07574472021875338,0.9827672074666505,0.0,0.0,-0.12375681119807522,0.1248830805920859,traditional_phase_selected_template_interp,traditional,cfd_crossing_single,leading_edge
charge,phase_recover_veto,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.5914039581066503,traditional_phase_selected_template_interp,traditional,early_tail_pair,tail
charge,phase_recover_veto,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.5914039581066503,traditional_phase_selected_template_interp,traditional,late_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,traditional_phase_selected_template_interp,traditional,leading_edge_pair,leading_edge
charge,phase_recover_veto,2776,2776,0.0,0.33906339397896673,9.222528635098103,0.00792507204610951,-0.2171733891284355,-1.1279183466353877,0.9586912666560621,traditional_phase_selected_template_interp,traditional,peak_contiguous,peak
charge,phase_recover_veto,2776,2776,0.0,0.1964240006795315,9.48333423903863,0.00792507204610951,-0.20100065971843326,-1.1220704191058402,0.8290921535536532,traditional_phase_selected_template_interp,traditional,peak_single,peak
charge,recover_all,2776,2776,0.0,3.3214613668988826,5.593045745768504,0.03206051873198847,-0.1229038096607004,0.26128659554879896,4.242324028827078,ridge,ridge,cfd_crossing_single,leading_edge
charge,recover_all,2776,2776,0.0,3.42734602300411,7.057657497173633,0.04610951008645533,0.06694053822891005,0.21127721928137144,4.702419099591898,ridge,ridge,early_tail_pair,tail
charge,recover_all,2776,2776,0.0,3.4041995709201727,7.105328843641491,0.0446685878962536,0.046260263153576855,0.28987151223019375,4.652837771027319,ridge,ridge,late_tail_pair,tail
charge,recover_all,2776,2776,0.0,4.648092769177776,6.3784014138334335,0.05727665706051873,0.034008377514203,0.13856047811358957,6.112545981079822,ridge,ridge,leading_edge_pair,leading_edge
charge,recover_all,2776,2776,0.0,3.4220898907338935,7.224552393038905,0.05151296829971182,0.2057580942349801,0.4372722418138398,4.8135768763800755,ridge,ridge,peak_contiguous,peak
charge,recover_all,2776,2776,0.0,3.490343318116689,7.168869454191695,0.04610951008645533,-0.0051595033301721,0.3055168142651941,4.77097699255538,ridge,ridge,peak_single,peak
charge,phase_recover_veto,2776,0,1.0,,,,,,,ridge,ridge,cfd_crossing_single,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,ridge,ridge,early_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,ridge,ridge,late_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,ridge,ridge,leading_edge_pair,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,ridge,ridge,peak_contiguous,peak
charge,phase_recover_veto,2776,0,1.0,,,,,,,ridge,ridge,peak_single,peak
charge,recover_all,2776,2776,0.0,0.3308451297438819,3.1864461685160532,0.008645533141210375,0.0118445522952215,0.0736729855628335,0.6630781009938921,hist_gradient_boosted_trees,gradient_boosted_trees,cfd_crossing_single,leading_edge
charge,recover_all,2776,2776,0.0,0.2954625756604501,4.270025951462882,0.0111671469740634,0.01525138197415505,-0.06324187494189902,0.7323068127148622,hist_gradient_boosted_trees,gradient_boosted_trees,early_tail_pair,tail
charge,recover_all,2776,2776,0.0,0.3145861952122742,4.221321179499096,0.010446685878962535,0.0040842755430281,-0.06890967177072749,0.7345859717664798,hist_gradient_boosted_trees,gradient_boosted_trees,late_tail_pair,tail
charge,recover_all,2776,2776,0.0,0.6173973851822269,3.1188297918410606,0.009365994236311239,0.0078160586314013,-0.006979297749329027,0.9606587595005046,hist_gradient_boosted_trees,gradient_boosted_trees,leading_edge_pair,leading_edge
charge,recover_all,2776,2776,0.0,0.35695090676023716,4.227142472657682,0.012968299711815562,-0.00120606015436945,-0.14864193412061033,0.8276740246294325,hist_gradient_boosted_trees,gradient_boosted_trees,peak_contiguous,peak
charge,recover_all,2776,2776,0.0,0.32015422561570755,3.8450556317833233,0.013688760806916427,0.0045941855814946,-0.10020867472705175,0.7861822233432023,hist_gradient_boosted_trees,gradient_boosted_trees,peak_single,peak
charge,phase_recover_veto,2776,2776,0.0,0.3308451297438819,3.1864461685160532,0.008645533141210375,0.0118445522952215,0.0736729855628335,0.6630781009938921,hist_gradient_boosted_trees,gradient_boosted_trees,cfd_crossing_single,leading_edge
charge,phase_recover_veto,2776,2776,0.0,0.2954625756604501,4.270025951462882,0.0111671469740634,0.01525138197415505,-0.06324187494189902,0.7323068127148622,hist_gradient_boosted_trees,gradient_boosted_trees,early_tail_pair,tail
charge,phase_recover_veto,2776,2776,0.0,0.3145861952122742,4.221321179499096,0.010446685878962535,0.0040842755430281,-0.06890967177072749,0.7345859717664798,hist_gradient_boosted_trees,gradient_boosted_trees,late_tail_pair,tail
charge,phase_recover_veto,2776,2776,0.0,0.6173973851822269,3.1188297918410606,0.009365994236311239,0.0078160586314013,-0.006979297749329027,0.9606587595005046,hist_gradient_boosted_trees,gradient_boosted_trees,leading_edge_pair,leading_edge
charge,phase_recover_veto,2776,2776,0.0,0.35695090676023716,4.227142472657682,0.012968299711815562,-0.00120606015436945,-0.14864193412061033,0.8276740246294325,hist_gradient_boosted_trees,gradient_boosted_trees,peak_contiguous,peak
charge,phase_recover_veto,2776,2776,0.0,0.32015422561570755,3.8450556317833233,0.013688760806916427,0.0045941855814946,-0.10020867472705175,0.7861822233432023,hist_gradient_boosted_trees,gradient_boosted_trees,peak_single,peak
charge,recover_all,2776,2776,0.0,1.5324198066290269,4.08571592320816,0.016570605187319884,-0.040607976002118254,-0.13843767478339503,2.0681177065358325,mlp,mlp,cfd_crossing_single,leading_edge
charge,recover_all,2776,2776,0.0,1.2724119700957377,4.659063873383146,0.01729106628242075,-0.1567605445148867,-0.17195728293989834,1.85118648941331,mlp,mlp,early_tail_pair,tail
charge,recover_all,2776,2776,0.0,1.5573228295144228,4.69994389173078,0.018731988472622477,0.226741091991971,0.21718708022268718,2.1669597935534113,mlp,mlp,late_tail_pair,tail
charge,recover_all,2776,2776,0.0,2.2309734994718906,4.497896768349212,0.021253602305475506,-0.1354403206034815,-0.1735303065590286,2.8809403839988614,mlp,mlp,leading_edge_pair,leading_edge
charge,recover_all,2776,2776,0.0,1.55441058811741,4.535022683069324,0.01585014409221902,-0.2173895368317602,-0.2306524239183593,2.0981646041152566,mlp,mlp,peak_contiguous,peak
charge,recover_all,2776,2776,0.0,1.6131078842538704,4.567694939226532,0.01909221902017291,-0.25525773349587944,-0.36876069426819114,2.2233370116186553,mlp,mlp,peak_single,peak
charge,phase_recover_veto,2776,0,1.0,,,,,,,mlp,mlp,cfd_crossing_single,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,mlp,mlp,early_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,mlp,mlp,late_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,mlp,mlp,leading_edge_pair,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,mlp,mlp,peak_contiguous,peak
charge,phase_recover_veto,2776,0,1.0,,,,,,,mlp,mlp,peak_single,peak
charge,recover_all,2776,2776,0.0,0.9783327568602321,4.343729571632398,0.019812680115273776,-0.05896093015607335,0.06994122298409478,1.5917728377473275,one_dimensional_cnn,1d_cnn,cfd_crossing_single,leading_edge
charge,recover_all,2776,2776,0.0,0.8356959272068921,6.051471255745717,0.024855907780979826,-0.10538023618964934,-0.11026888567802057,1.6353876456137744,one_dimensional_cnn,1d_cnn,early_tail_pair,tail
charge,recover_all,2776,2776,0.0,0.782292024865603,5.994790049073874,0.025576368876080693,0.06934846139782455,0.04644165929344408,1.5935589048409105,one_dimensional_cnn,1d_cnn,late_tail_pair,tail
charge,recover_all,2776,2776,0.0,2.0068747618843386,4.840455396090887,0.024495677233429394,0.13065176931273284,0.01365427794683014,2.738811076357471,one_dimensional_cnn,1d_cnn,leading_edge_pair,leading_edge
charge,recover_all,2776,2776,0.0,1.2330132579235766,6.262530876433052,0.02701729106628242,-0.1878359074321922,-0.16116866884885367,2.0864856230708777,one_dimensional_cnn,1d_cnn,peak_contiguous,peak
charge,recover_all,2776,2776,0.0,1.1379042449808163,6.330150314435703,0.02881844380403458,-0.12321708792028424,-0.10476896791649866,2.0307806367832932,one_dimensional_cnn,1d_cnn,peak_single,peak
charge,phase_recover_veto,2776,2776,0.0,0.9783327568602321,4.343729571632398,0.019812680115273776,-0.05896093015607335,0.06994122298409478,1.5917728377473275,one_dimensional_cnn,1d_cnn,cfd_crossing_single,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,early_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,late_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,leading_edge_pair,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,peak_contiguous,peak
charge,phase_recover_veto,2776,0,1.0,,,,,,,one_dimensional_cnn,1d_cnn,peak_single,peak
charge,recover_all,2776,2776,0.0,0.9378585416667119,4.303981065458709,0.01729106628242075,-0.3132484863942242,-0.14052501534778156,1.4988789205880624,phase_gated_cnn,phase_gated_cnn_new_architecture,cfd_crossing_single,leading_edge
charge,recover_all,2776,2776,0.0,0.7502004922017936,5.779162060163933,0.02197406340057637,0.11238025572116506,0.08499735812639736,1.4786398632215176,phase_gated_cnn,phase_gated_cnn_new_architecture,early_tail_pair,tail
charge,recover_all,2776,2776,0.0,0.7372163309083014,5.843756206485579,0.022694524495677233,-0.0185114265176156,-0.06320102570436949,1.483294631146125,phase_gated_cnn,phase_gated_cnn_new_architecture,late_tail_pair,tail
charge,recover_all,2776,2776,0.0,1.8257301678368043,4.764957868557496,0.0234149855907781,-0.2594074754376274,-0.32168379079001047,2.5322777730802413,phase_gated_cnn,phase_gated_cnn_new_architecture,leading_edge_pair,leading_edge
charge,recover_all,2776,2776,0.0,1.0707036267100367,5.704827265021929,0.0223342939481268,-0.01699987920998675,-0.054684989409614554,1.8026308689236692,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_contiguous,peak
charge,recover_all,2776,2776,0.0,0.9783325204840427,5.907505731600013,0.025576368876080693,-0.12349544842461975,-0.11501807679911416,1.7852351845856573,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_single,peak
charge,phase_recover_veto,2776,2776,0.0,0.9378585416667119,4.303981065458709,0.01729106628242075,-0.3132484863942242,-0.14052501534778156,1.4988789205880624,phase_gated_cnn,phase_gated_cnn_new_architecture,cfd_crossing_single,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,early_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,late_tail_pair,tail
charge,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,leading_edge_pair,leading_edge
charge,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_contiguous,peak
charge,phase_recover_veto,2776,0,1.0,,,,,,,phase_gated_cnn,phase_gated_cnn_new_architecture,peak_single,peak
pileup,recover_all,2776,2776,0.0,0.07574472021875338,0.9827672074666505,0.0,0.0,-0.12375681119807522,0.08557239229341988,traditional_phase_selected_template_interp,traditional,cfd_crossing_single,leading_edge
pileup,recover_all,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.2775026936386211,traditional_phase_selected_template_interp,traditional,early_tail_pair,tail
pileup,recover_all,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.2775026936386211,traditional_phase_selected_template_interp,traditional,late_tail_pair,tail
pileup,recover_all,2776,2776,0.0,0.8049218482852983,3.4938906258035405,0.02377521613832853,0.0,-1.4958163831316678,1.5531172386931895,traditional_phase_selected_template_interp,traditional,leading_edge_pair,leading_edge
pileup,recover_all,2776,2776,0.0,0.33906339397896673,9.222528635098103,0.00792507204610951,-0.2171733891284355,-1.1279183466353877,0.6690408417132331,traditional_phase_selected_template_interp,traditional,peak_contiguous,peak
pileup,recover_all,2776,2776,0.0,0.1964240006795315,9.48333423903863,0.00792507204610951,-0.20100065971843326,-1.1220704191058402,0.529009504453203,traditional_phase_selected_template_interp,traditional,peak_single,peak
pileup,phase_recover_veto,2776,2776,0.0,0.07574472021875338,0.9827672074666505,0.0,0.0,-0.12375681119807522,0.08557239229341988,traditional_phase_selected_template_interp,traditional,cfd_crossing_single,leading_edge
pileup,phase_recover_veto,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.2775026936386211,traditional_phase_selected_template_interp,traditional,early_tail_pair,tail
pileup,phase_recover_veto,2776,2776,0.0,0.0,9.378511438790065,0.006123919308357349,0.0,-0.9100121536090022,0.2775026936386211,traditional_phase_selected_template_interp,traditional,late_tail_pair,tail
pileup,phase_recover_veto,2776,0,1.0,,,,,,,traditional_phase_selected_template_interp,traditional,leading_edge_pair,leading_edge
pileup,phase_recover_veto,2776,2776,0.0,0.33906339397896673,9.222528635098103,0.00792507204610951,-0.2171733891284355,-1.1279183466353877,0.6690408417132331,traditional_phase_selected_template_interp,traditional,peak_contiguous,peak
